first_name,last_name,BioGuideID,transaction,ticker,range,transaction_date
Marjorie Taylor,Greene,G000596,Purchase,CRWD,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,ASML,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,ADBE,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,IBIT,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,AMGN,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,MS,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,GS,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,GOOG,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,DUK,"$1,001 - $15,000",2025-09-11
Marjorie Taylor,Greene,G000596,Purchase,DLR,"$1,001 - $15,000",2025-09-11
David J.,Taylor,T000490,Sale,GOOGL,"$1,001 - $15,000",2025-09-03
David J.,Taylor,T000490,Purchase,CRM,"$1,001 - $15,000",2025-09-03
David J.,Taylor,T000490,Sale,GOOGL,"$1,001 - $15,000",2025-09-03
Gilbert,Cisneros,C001123,Purchase,SMTC,"$1,001 - $15,000",2025-09-02
Gilbert,Cisneros,C001123,Sale,GTLS,"$1,001 - $15,000",2025-09-02
Gilbert,Cisneros,C001123,Purchase,AVNT,"$1,001 - $15,000",2025-09-02
A. Mitchell Jr.,McConnell,M000355,Purchase,WFC,"$1,001 - $15,000",2025-09-01
Lisa,Mcclain,M001136,Sale,TSM,"$50,001 - $100,000",2025-08-28
Sheldon,Whitehouse,W000802,Sale (Full),KVUE,"$1,001 - $15,000",2025-08-28
Sheldon,Whitehouse,W000802,Sale (Full),UNH,"$15,001 - $50,000",2025-08-28
Sheldon,Whitehouse,W000802,Sale (Full),DHR,"$1,001 - $15,000",2025-08-28
Sheldon,Whitehouse,W000802,Sale (Partial),LRCX,"$15,001 - $50,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,FDX,"$15,001 - $50,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,EXC,"$15,001 - $50,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,NVO,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,MELI,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,SO,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,MS,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,UPS,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,GOOG,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,PEP,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,MRK,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,UNH,"$1,001 - $15,000",2025-08-28
Marjorie Taylor,Greene,G000596,Purchase,RHP,"$15,001 - $50,000",2025-08-28
Gilbert,Cisneros,C001123,Sale,DOX,"$1,001 - $15,000",2025-08-27
Valerie,Hoyle,H001094,Sale,WBA,"$1,001 - $15,000",2025-08-27
Gilbert,Cisneros,C001123,Purchase,INTA,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Sale,FTV,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Purchase,WAT,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Sale,GDDY,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Purchase,SMTC,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Sale,DOX,"$1,001 - $15,000",2025-08-26
Gilbert,Cisneros,C001123,Purchase,APG,"$1,001 - $15,000",2025-08-26
Laura,Friedman,F000483,Sale,DIS,"$1,001 - $15,000",2025-08-26
Jonathan,Jackson,J000309,Purchase,DOCS,"$15,001 - $50,000",2025-08-25
Thomas H.,Kean,K000398,Sale,MSFT,"$1,001 - $15,000",2025-08-25
Thomas H.,Kean,K000398,Sale,SYK,"$1,001 - $15,000",2025-08-25
April Mcclain,Delaney,M001232,Purchase,BJ,"$1,001 - $15,000",2025-08-25
Thomas H.,Kean,K000398,Purchase,CP,"$1,001 - $15,000",2025-08-22
John,Boozman,B001236,Sale (Partial),MU,"$1,001 - $15,000",2025-08-22
John,Boozman,B001236,Sale (Partial),ABBV,"$1,001 - $15,000",2025-08-22
John,Boozman,B001236,Purchase,NVDA,"$1,001 - $15,000",2025-08-22
John,Boozman,B001236,Purchase,LLY,"$1,001 - $15,000",2025-08-22
Josh,Gottheimer,G000583,Purchase,NTRA,"$1,001 - $15,000",2025-08-22
Cleo,Fields,F000110,Purchase,NVDA,"$15,001 - $50,000",2025-08-22
Cleo,Fields,F000110,Purchase,NVDA,"$15,001 - $50,000",2025-08-22
Josh,Gottheimer,G000583,Sale,SSMXY,"$1,001 - $15,000",2025-08-21
April Mcclain,Delaney,M001232,Purchase,MKL,"$15,001 - $50,000",2025-08-21
Andrew,Garbarino,G000597,Sale,GAP,"$1,001 - $15,000",2025-08-21
Cleo,Fields,F000110,Purchase,NVDA,"$15,001 - $50,000",2025-08-20
Valerie,Hoyle,H001094,Sale,JCI,"$1,001 - $15,000",2025-08-19
Valerie,Hoyle,H001094,Sale,NOW,"$1,001 - $15,000",2025-08-19
Lisa,Mcclain,M001136,Purchase,HCA,"$1,001 - $15,000",2025-08-19
Richard W.,Allen,A000372,Purchase,ATO,"$15,001 - $50,000",2025-08-19
Richard W.,Allen,A000372,Sale,ACN,"$1,001 - $15,000",2025-08-19
Valerie,Hoyle,H001094,Purchase,UBER,"$1,001 - $15,000",2025-08-19
Valerie,Hoyle,H001094,Sale,PANW,"$1,001 - $15,000",2025-08-19
Lisa,Mcclain,M001136,Purchase,ACIW,"$1,001 - $15,000",2025-08-19
Valerie,Hoyle,H001094,Sale,CPRT,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,JNJ,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,TMO,"$15,001 - $50,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,ACN,"$15,001 - $50,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,TMO,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,TMO,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,TMO,"$15,001 - $50,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,VZ,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,ACN,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,ACN,"$1,001 - $15,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,ACN,"$15,001 - $50,000",2025-08-19
Kelly Louise,Morrison,M001234,Sale,ACN,"$1,001 - $15,000",2025-08-19
Virginia,Foxx,F000450,Purchase,HTGC,"$1,001 - $15,000",2025-08-19
April Mcclain,Delaney,M001232,Sale,DAY,"$15,001 - $50,000",2025-08-19
Judy,Chu,C001080,Purchase,ASTH,"$100,001 - $250,000",2025-08-19
Judy,Chu,C001080,Sale,ASTH,"$100,001 - $250,000",2025-08-19
Marjorie Taylor,Greene,G000596,Purchase,NVO,"$15,001 - $50,000",2025-08-19
Dan,Newhouse,N000189,Purchase,XOM,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,OKE,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Sale,RTX,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,UPS,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,GIS,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,TGT,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,AME,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,AMAT,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,SPGI,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,ROST,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,COP,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,AMD,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,ADP,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,PLD,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Purchase,BRO,"$1,001 - $15,000",2025-08-18
Dan,Newhouse,N000189,Sale,BLK,"$1,001 - $15,000",2025-08-18
Lisa,Mcclain,M001136,Sale,AMED,"$1,001 - $15,000",2025-08-18
Tim,Moore,M001236,Sale,CNC,"$100,001 - $250,000",2025-08-18
Jake,Auchincloss,A000148,Sale,STT,"$15,001 - $50,000",2025-08-18
Thomas H.,Kean,K000398,Purchase,AMCR,"$1,001 - $15,000",2025-08-15
Gilbert,Cisneros,C001123,Purchase,INTA,"$1,001 - $15,000",2025-08-15
Gilbert,Cisneros,C001123,Purchase,CVLT,"$1,001 - $15,000",2025-08-15
Gilbert,Cisneros,C001123,Sale,STRL,"$1,001 - $15,000",2025-08-15
Cleo,Fields,F000110,Purchase,AVGO,"$15,001 - $50,000",2025-08-15
Cleo,Fields,F000110,Purchase,AVGO,"$15,001 - $50,000",2025-08-15
Tim,Moore,M001236,Sale,UNH,"$50,001 - $100,000",2025-08-15
Cleo,Fields,F000110,Purchase,TSM,"$15,001 - $50,000",2025-08-15
Cleo,Fields,F000110,Purchase,NVDA,"$15,001 - $50,000",2025-08-15
Cleo,Fields,F000110,Purchase,TSM,"$15,001 - $50,000",2025-08-15
Cleo,Fields,F000110,Purchase,AMZN,"$50,001 - $100,000",2025-08-15
Cleo,Fields,F000110,Purchase,NVDA,"$100,001 - $250,000",2025-08-15
Cleo,Fields,F000110,Purchase,AMD,"$15,001 - $50,000",2025-08-15
Cleo,Fields,F000110,Purchase,AMZN,"$15,001 - $50,000",2025-08-15
Debbie Wasserman,Schultz,W000797,Purchase,SSYS,"$1,001 - $15,000",2025-08-15
John,Boozman,B001236,Sale (Full),EMRZX,"$15,001 - $50,000",2025-08-14
John,Boozman,B001236,Purchase,RNWGX,"$15,001 - $50,000",2025-08-14
Julie,Johnson,J000310,Sale,COP,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,XEL,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,TXN,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PEP,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,GS,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,AXP,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,CME,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,EOG,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PKG,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,NSC,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PH,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MS,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,NXPI,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MRK,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,UNP,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,UNH,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,BK,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PG,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,ADI,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,BAC,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PM,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,CI,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,ABT,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,BX,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MMM,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,DOV,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,LLY,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,DE,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MCD,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,FIS,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,ETN,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,WMT,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MDT,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PGR,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,RSG,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,CMCSA,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,WFC,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,GD,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,AJG,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,HD,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,TJX,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,STX,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,XOM,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,CVX,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,COF,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,JNJ,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,RTX,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,APD,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MSFT,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,NEE,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,ABBV,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,BMY,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,MDLZ,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,IBM,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,SCHW,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,CMS,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,VZ,"$1,001 - $15,000",2025-08-14
Julie,Johnson,J000310,Sale,PNC,"$1,001 - $15,000",2025-08-14
Virginia,Foxx,F000450,Purchase,ARLP,"$1,001 - $15,000",2025-08-14
Cleo,Fields,F000110,Purchase,AAPL,"$1,001 - $15,000",2025-08-14
David J.,Taylor,T000490,Purchase,PLD,"$1,001 - $15,000",2025-08-14
David J.,Taylor,T000490,Purchase,MPC,"$1,001 - $15,000",2025-08-14
David J.,Taylor,T000490,Purchase,LLY,"$1,001 - $15,000",2025-08-14
David J.,Taylor,T000490,Purchase,LLY,"$15,001 - $50,000",2025-08-14
Jonathan,Jackson,J000309,Sale,IBM,"$1,001 - $15,000",2025-08-13
Jonathan,Jackson,J000309,Purchase,LRCX,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,ELV,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,TXRH,"$1,001 - $15,000",2025-08-13
Gilbert,Cisneros,C001123,Purchase,WAT,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,BL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,IBN,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,KRG,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,LI,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,UNH,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,CART,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,CL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,FCX,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,TYL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,SAP,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,IBKR,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,DUOL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,CSGP,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,ANET,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,INFY,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,CUBE,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,FTNT,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,NNN,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,NWG,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,FCN,"$1,001 - $15,000",2025-08-13
Gilbert,Cisneros,C001123,Sale,AVTR,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,EXPO,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,ADC,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,TTE,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,DDOG,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,VRSK,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,USFD,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,LNT,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,GWRE,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,JD,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,TM,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,TPL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,INTU,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,AKAM,"$1,001 - $15,000",2025-08-13
Gilbert,Cisneros,C001123,Purchase,RVTY,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,DPZ,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,EQNR,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,TTD,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,SNPS,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,FUN,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,BILL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,YUM,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,APPF,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,OGE,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,CVLT,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,NOW,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,BURL,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Purchase,PFGC,"$1,001 - $15,000",2025-08-13
Lisa,Mcclain,M001136,Sale,WSO,"$1,001 - $15,000",2025-08-13
Tim,Moore,M001236,Sale,HY,"$50,001 - $100,000",2025-08-13
Cleo,Fields,F000110,Purchase,TSM,"$250,001 - $500,000",2025-08-13
Cleo,Fields,F000110,Purchase,META,"$100,001 - $250,000",2025-08-13
Cleo,Fields,F000110,Purchase,NVDA,"$100,001 - $250,000",2025-08-13
Cleo,Fields,F000110,Purchase,NVDA,"$100,001 - $250,000",2025-08-13
Tim,Moore,M001236,Sale,INTC,"$100,001 - $250,000",2025-08-13
Cleo,Fields,F000110,Purchase,PLTR,"$50,001 - $100,000",2025-08-13
Cleo,Fields,F000110,Purchase,TSM,"$1,001 - $15,000",2025-08-13
Cleo,Fields,F000110,Purchase,NVDA,"$100,001 - $250,000",2025-08-13
Cleo,Fields,F000110,Purchase,AVGO,"$50,001 - $100,000",2025-08-13
David J.,Taylor,T000490,Purchase,V,"$1,001 - $15,000",2025-08-13
David J.,Taylor,T000490,Purchase,PG,"$1,001 - $15,000",2025-08-13
David J.,Taylor,T000490,Purchase,V,"$1,001 - $15,000",2025-08-13
April Mcclain,Delaney,M001232,Sale,VIK,"$1,001 - $15,000",2025-08-13
David J.,Taylor,T000490,Sale,IBP,"$1,001 - $15,000",2025-08-13
Gilbert,Cisneros,C001123,Sale,AVTR,"$1,001 - $15,000",2025-08-12
Gilbert,Cisneros,C001123,Purchase,WAT,"$1,001 - $15,000",2025-08-12
Josh,Gottheimer,G000583,Sale,V,"$1,001 - $15,000",2025-08-12
Josh,Gottheimer,G000583,Sale,IBM,"$1,001 - $15,000",2025-08-12
Tim,Moore,M001236,Purchase,HY,"$15,001 - $50,000",2025-08-12
John,Boozman,B001236,Sale (Partial),ABBV,"$1,001 - $15,000",2025-08-11
John,Boozman,B001236,Purchase,LLY,"$1,001 - $15,000",2025-08-11
Julie,Johnson,J000310,Purchase,CME,"$1,001 - $15,000",2025-08-11
Julie,Johnson,J000310,Sale,BLK,"$1,001 - $15,000",2025-08-11
Tim,Moore,M001236,Purchase,INTC,"$15,001 - $50,000",2025-08-11
April Mcclain,Delaney,M001232,Sale,CNM,"$15,001 - $50,000",2025-08-11
Gilbert,Cisneros,C001123,Purchase,MBFJF,"$1,001 - $15,000",2025-08-08
Gilbert,Cisneros,C001123,Sale,INSM,"$1,001 - $15,000",2025-08-08
Gilbert,Cisneros,C001123,Purchase,RARE,"$1,001 - $15,000",2025-08-08
Gilbert,Cisneros,C001123,Purchase,BBIO,"$1,001 - $15,000",2025-08-08
Tim,Moore,M001236,Purchase,INTC,"$15,001 - $50,000",2025-08-08
Tim,Moore,M001236,Purchase,CNC,"$1,001 - $15,000",2025-08-08
Tim,Moore,M001236,Purchase,UNH,"$15,001 - $50,000",2025-08-08
Adam,Smith,S000510,Sale,ABBNY,"$1,001 - $15,000",2025-08-08
Adam,Smith,S000510,Sale,NEM,"$1,001 - $15,000",2025-08-08
Adam,Smith,S000510,Sale,DIS,"$1,001 - $15,000",2025-08-08
Adam,Smith,S000510,Sale,PG,"$1,001 - $15,000",2025-08-08
John,Boozman,B001236,Sale (Partial),EMRZX,"$15,001 - $50,000",2025-08-07
John,Boozman,B001236,Purchase,RNWGX,"$15,001 - $50,000",2025-08-07
John,Boozman,B001236,Purchase,AMD,"$1,001 - $15,000",2025-08-07
Valerie,Hoyle,H001094,Purchase,TYL,"$1,001 - $15,000",2025-08-07
Gilbert,Cisneros,C001123,Purchase,HESAF,"$1,001 - $15,000",2025-08-07
Valerie,Hoyle,H001094,Sale,BNTX,"$1,001 - $15,000",2025-08-07
Lisa,Mcclain,M001136,Purchase,BBAI,"$15,001 - $50,000",2025-08-07
Valerie,Hoyle,H001094,Purchase,URI,"$1,001 - $15,000",2025-08-07
Laura,Friedman,F000483,Exchange,PSKY,"$1,001 - $15,000",2025-08-07
Byron,Donalds,D000032,Sale,DECK,"$1,001 - $15,000",2025-08-07
Byron,Donalds,D000032,Sale,DECK,"$1,001 - $15,000",2025-08-07
Byron,Donalds,D000032,Purchase,LRCX,"$1,001 - $15,000",2025-08-07
Byron,Donalds,D000032,Purchase,LRCX,"$1,001 - $15,000",2025-08-07
Byron,Donalds,D000032,Sale,HWM,"$1,001 - $15,000",2025-08-07
Tim,Moore,M001236,Purchase,CNC,"$15,001 - $50,000",2025-08-07
Tim,Moore,M001236,Purchase,HY,"$15,001 - $50,000",2025-08-07
April Mcclain,Delaney,M001232,Sale,IDXX,"$1,001 - $15,000",2025-08-07
April Mcclain,Delaney,M001232,Purchase,JLL,"$1,001 - $15,000",2025-08-07
David J.,Taylor,T000490,Purchase,CRM,"$1,001 - $15,000",2025-08-07
David J.,Taylor,T000490,Purchase,PLD,"$1,001 - $15,000",2025-08-07
David J.,Taylor,T000490,Purchase,VRTX,"$1,001 - $15,000",2025-08-07
April Mcclain,Delaney,M001232,Sale,CLH,"$1,001 - $15,000",2025-08-07
David J.,Taylor,T000490,Sale,IBP,"$1,001 - $15,000",2025-08-07
David J.,Taylor,T000490,Purchase,PG,"$1,001 - $15,000",2025-08-07
April Mcclain,Delaney,M001232,Purchase,MKL,"$1,001 - $15,000",2025-08-07
Gilbert,Cisneros,C001123,Sale,CP,"$1,001 - $15,000",2025-08-06
Gilbert,Cisneros,C001123,Purchase,STRC,"$15,001 - $50,000",2025-08-06
Gilbert,Cisneros,C001123,Sale,BRK.B,"$1,001 - $15,000",2025-08-06
Gilbert,Cisneros,C001123,Sale,MDLZ,"$1,001 - $15,000",2025-08-06
Gilbert,Cisneros,C001123,Sale,MET,"$1,001 - $15,000",2025-08-06
Gilbert,Cisneros,C001123,Purchase,LB,"$50,001 - $100,000",2025-08-06
Gilbert,Cisneros,C001123,Sale,VLO,"$1,001 - $15,000",2025-08-06
Cleo,Fields,F000110,Purchase,NVDA,"$50,001 - $100,000",2025-08-06
Gilbert,Cisneros,C001123,Sale,ZTS,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,CAG,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,SLB,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,OXY,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,UNH,"$15,001 - $50,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,MRK,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,CHRW,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,GIS,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,CMCSA,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,TSLA,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,O,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,CNC,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,CDNS,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,KMI,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,ADBE,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,UPS,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,LMT,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,HUM,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,MOH,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Sale,CI,"$1,001 - $15,000",2025-08-05
Gilbert,Cisneros,C001123,Purchase,TAP,"$1,001 - $15,000",2025-08-05
