age,assumed_office,bioguide_id,birth_year,chamber,cid,congress_number,date_of_birth,death_year,fecid,filename,first_name,first_name1,last_name,last_name1,middle_name,nick_name,party,state,tenure_months,tenure_pretty,tenure_years,title
73,1/3/15,A000372,1951,House,,119,11/7/51,,,RAllen1.jpg,Rick,Rick,Allen,Allen,W.,,Republican,GA,128,"10 years, 8 months",10.67,Representative
73,1/3/15,A000372,1951,House,,119,11/7/51,,,RAllen2.jpg,Rick,Rick,Allen,Allen,W.,,Republican,GA,128,"10 years, 8 months",10.67,Representative
73,1/3/15,A000372,1951,House,,119,11/7/51,,,RAllen3.jpg,Rick,Rick,Allen,Allen,W.,,Republican,GA,128,"10 years, 8 months",10.67,Representative
73,1/3/15,A000372,1951,House,,119,11/7/51,,,RAllen4.jpg,Rick,Rick,Allen,Allen,W.,,Republican,GA,128,"10 years, 8 months",10.67,Representative
54,1/3/25,A000382,1971,Senate,,119,2/23/71,,,AAlsobrooks1.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,Democrat,MD,8,8 months,0.67,Senator
54,1/3/25,A000382,1971,Senate,,119,2/23/71,,,AAlsobrooks2.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,Democrat,MD,8,8 months,0.67,Senator
54,1/3/25,A000382,1971,Senate,,119,2/23/71,,,AAlsobrooks3.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,Democrat,MD,8,8 months,0.67,Senator
54,1/3/25,A000382,1971,Senate,,119,2/23/71,,,AAlsobrooks4.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,Democrat,MD,8,8 months,0.67,Senator
37,11/13/23,A000380,1987,House,,119,12/11/87,,,GAmo1.jpg,Gabe,Gabe,Amo,Amo,,,Democrat,RI,22,"1 year, 10 months",1.83,Representative
37,11/13/23,A000380,1987,House,,119,12/11/87,,,GAmo2.jpg,Gabe,Gabe,Amo,Amo,,,Democrat,RI,22,"1 year, 10 months",1.83,Representative
37,11/13/23,A000380,1987,House,,119,12/11/87,,,GAmo3.jpg,Gabe,Gabe,Amo,Amo,,,Democrat,RI,22,"1 year, 10 months",1.83,Representative
37,11/13/23,A000380,1987,House,,119,12/11/87,,,GAmo4.jpg,Gabe,Gabe,Amo,Amo,,,Democrat,RI,22,"1 year, 10 months",1.83,Representative
67,9/13/11,A000369,1958,House,N00031177,119,6/12/58,,H2NV02395,MAmodei1.jpg,Mark,Mark,Amodei,Amodei,E.,,Republican,NV,168,14 years,14,Representative
67,9/13/11,A000369,1958,House,N00031177,119,6/12/58,,H2NV02395,MAmodei2.jpg,Mark,Mark,Amodei,Amodei,E.,,Republican,NV,168,14 years,14,Representative
67,9/13/11,A000369,1958,House,N00031177,119,6/12/58,,H2NV02395,MAmodei3.jpg,Mark,Mark,Amodei,Amodei,E.,,Republican,NV,168,14 years,14,Representative
67,9/13/11,A000369,1958,House,N00031177,119,6/12/58,,H2NV02395,MAmodei4.jpg,Mark,Mark,Amodei,Amodei,E.,,Republican,NV,168,14 years,14,Representative
33,1/3/25,A000381,1992,House,,119,4/7/92,,,YAnsari1.jpg,Yassamin,Yassamin,Ansari,Ansari,,,Democrat,AZ,8,8 months,0.67,Representative
33,1/3/25,A000381,1992,House,,119,4/7/92,,,YAnsari2.jpg,Yassamin,Yassamin,Ansari,Ansari,,,Democrat,AZ,8,8 months,0.67,Representative
33,1/3/25,A000381,1992,House,,119,4/7/92,,,YAnsari3.jpg,Yassamin,Yassamin,Ansari,Ansari,,,Democrat,AZ,8,8 months,0.67,Representative
33,1/3/25,A000381,1992,House,,119,4/7/92,,,YAnsari4.jpg,Yassamin,Yassamin,Ansari,Ansari,,,Democrat,AZ,8,8 months,0.67,Representative
53,1/3/17,A000375,1972,House,N00038285,119,3/9/72,,H6TX19099,JArrington1.jpg,Jodey,Jodey,Arrington,Arrington,C.,,Republican,TX,104,"8 years, 8 months",8.67,Representative
53,1/3/17,A000375,1972,House,N00038285,119,3/9/72,,H6TX19099,JArrington2.jpg,Jodey,Jodey,Arrington,Arrington,C.,,Republican,TX,104,"8 years, 8 months",8.67,Representative
53,1/3/17,A000375,1972,House,N00038285,119,3/9/72,,H6TX19099,JArrington3.jpg,Jodey,Jodey,Arrington,Arrington,C.,,Republican,TX,104,"8 years, 8 months",8.67,Representative
53,1/3/17,A000375,1972,House,N00038285,119,3/9/72,,H6TX19099,JArrington4.jpg,Jodey,Jodey,Arrington,Arrington,C.,,Republican,TX,104,"8 years, 8 months",8.67,Representative
37,1/3/21,A000148,1988,House,N00045506,119,1/29/88,,H0MA04192,JAuchincloss1.jpg,Jake,Jake,Auchincloss,Auchincloss,,,Democrat,MA,56,"4 years, 8 months",4.67,Representative
37,1/3/21,A000148,1988,House,N00045506,119,1/29/88,,H0MA04192,JAuchincloss2.jpg,Jake,Jake,Auchincloss,Auchincloss,,,Democrat,MA,56,"4 years, 8 months",4.67,Representative
37,1/3/21,A000148,1988,House,N00045506,119,1/29/88,,H0MA04192,JAuchincloss3.jpg,Jake,Jake,Auchincloss,Auchincloss,,,Democrat,MA,56,"4 years, 8 months",4.67,Representative
37,1/3/21,A000148,1988,House,N00045506,119,1/29/88,,H0MA04192,JAuchincloss4.jpg,Jake,Jake,Auchincloss,Auchincloss,,,Democrat,MA,56,"4 years, 8 months",4.67,Representative
77,1/3/15,B001291,1948,House,N00005736,119,3/23/48,,H6TX02079,BBabin1.jpg,Brian,Brian,Babin,Babin,,,Republican,TX,128,"10 years, 8 months",10.67,Representative
77,1/3/15,B001291,1948,House,N00005736,119,3/23/48,,H6TX02079,BBabin2.jpg,Brian,Brian,Babin,Babin,,,Republican,TX,128,"10 years, 8 months",10.67,Representative
77,1/3/15,B001291,1948,House,N00005736,119,3/23/48,,H6TX02079,BBabin3.jpg,Brian,Brian,Babin,Babin,,,Republican,TX,128,"10 years, 8 months",10.67,Representative
77,1/3/15,B001291,1948,House,N00005736,119,3/23/48,,H6TX02079,BBabin4.jpg,Brian,Brian,Babin,Babin,,,Republican,TX,128,"10 years, 8 months",10.67,Representative
62,,B001298,1963,House,,119,8/16/63,,,DBacon1.jpg,Don,Donald,Bacon,Bacon,J.,,Republican,NE,,,,Representative
62,,B001298,1963,House,,119,8/16/63,,,DBacon2.jpg,Don,Donald,Bacon,Bacon,J.,,Republican,NE,,,,Representative
62,,B001298,1963,House,,119,8/16/63,,,DBacon3.jpg,Don,Donald,Bacon,Bacon,J.,,Republican,NE,,,,Representative
62,,B001298,1963,House,,119,8/16/63,,,DBacon4.jpg,Don,Donald,Bacon,Bacon,J.,,Republican,NE,,,,Representative
80,1/3/19,B001307,1945,House,,119,6/4/45,,,JBaird1.jpg,James,James,Baird,Baird,R.,,Republican,IN,80,"6 years, 8 months",6.67,Representative
80,1/3/19,B001307,1945,House,,119,6/4/45,,,JBaird2.jpg,James,James,Baird,Baird,R.,,Republican,IN,80,"6 years, 8 months",6.67,Representative
80,1/3/19,B001307,1945,House,,119,6/4/45,,,JBaird3.jpg,James,James,Baird,Baird,R.,,Republican,IN,80,"6 years, 8 months",6.67,Representative
80,1/3/19,B001307,1945,House,,119,6/4/45,,,JBaird4.jpg,James,James,Baird,Baird,R.,,Republican,IN,80,"6 years, 8 months",6.67,Representative
63,9/5/18,B001306,1962,House,N00042194,119,1/16/62,,H8OH12180,TBalderson1.jpg,Troy,Troy,Balderson,Balderson,,,Republican,OH,84,7 years,7,Representative
63,9/5/18,B001306,1962,House,N00042194,119,1/16/62,,H8OH12180,TBalderson2.jpg,Troy,Troy,Balderson,Balderson,,,Republican,OH,84,7 years,7,Representative
63,9/5/18,B001306,1962,House,N00042194,119,1/16/62,,H8OH12180,TBalderson3.jpg,Troy,Troy,Balderson,Balderson,,,Republican,OH,84,7 years,7,Representative
63,9/5/18,B001306,1962,House,N00042194,119,1/16/62,,H8OH12180,TBalderson4.jpg,Troy,Troy,Balderson,Balderson,,,Republican,OH,84,7 years,7,Representative
63,1/3/13,B001230,1962,Senate,,119,2/11/62,,,TBaldwin1.jpg,Tammy,Tammy,Baldwin,Baldwin,,,Democrat,WI,152,"12 years, 8 months",12.67,Senator
63,1/3/13,B001230,1962,Senate,,119,2/11/62,,,TBaldwin2.jpg,Tammy,Tammy,Baldwin,Baldwin,,,Democrat,WI,152,"12 years, 8 months",12.67,Senator
63,1/3/13,B001230,1962,Senate,,119,2/11/62,,,TBaldwin3.jpg,Tammy,Tammy,Baldwin,Baldwin,,,Democrat,WI,152,"12 years, 8 months",12.67,Senator
63,1/3/13,B001230,1962,Senate,,119,2/11/62,,,TBaldwin4.jpg,Tammy,Tammy,Baldwin,Baldwin,,,Democrat,WI,152,"12 years, 8 months",12.67,Senator
57,1/3/23,B001318,1968,House,N00049900,119,5/4/68,,H2VT01076,BBalint1.jpg,Becca,Becca,Balint,Balint,,,Democrat,VT,32,"2 years, 8 months",2.67,Representative
57,1/3/23,B001318,1968,House,N00049900,119,5/4/68,,H2VT01076,BBalint2.jpg,Becca,Becca,Balint,Balint,,,Democrat,VT,32,"2 years, 8 months",2.67,Representative
57,1/3/23,B001318,1968,House,N00049900,119,5/4/68,,H2VT01076,BBalint3.jpg,Becca,Becca,Balint,Balint,,,Democrat,VT,32,"2 years, 8 months",2.67,Representative
57,1/3/23,B001318,1968,House,N00049900,119,5/4/68,,H2VT01076,BBalint4.jpg,Becca,Becca,Balint,Balint,,,Democrat,VT,32,"2 years, 8 months",2.67,Representative
46,1/3/25,B001299,1979,Senate,N00037185,119,7/16/79,,H6IN03229,JBanks1.jpg,Jim,James,Banks,Banks,,,Republican,IN,8,8 months,0.67,Senator
46,1/3/25,B001299,1979,Senate,N00037185,119,7/16/79,,H6IN03229,JBanks2.jpg,Jim,James,Banks,Banks,,,Republican,IN,8,8 months,0.67,Senator
46,1/3/25,B001299,1979,Senate,N00037185,119,7/16/79,,H6IN03229,JBanks3.jpg,Jim,James,Banks,Banks,,,Republican,IN,8,8 months,0.67,Senator
46,1/3/25,B001299,1979,Senate,N00037185,119,7/16/79,,H6IN03229,JBanks4.jpg,Jim,James,Banks,Banks,,,Republican,IN,8,8 months,0.67,Senator
52,,B001282,1973,House,N00031233,119,7/24/73,,H0KY06104,ABarr1.jpg,Andy,Garland,Barr,Barr,,,Republican,KY,,,,Representative
52,,B001282,1973,House,N00031233,119,7/24/73,,H0KY06104,ABarr2.jpg,Andy,Garland,Barr,Barr,,,Republican,KY,,,,Representative
52,,B001282,1973,House,N00031233,119,7/24/73,,H0KY06104,ABarr3.jpg,Andy,Garland,Barr,Barr,,,Republican,KY,,,,Representative
52,,B001282,1973,House,N00031233,119,7/24/73,,H0KY06104,ABarr4.jpg,Andy,Garland,Barr,Barr,,,Republican,KY,,,,Representative
49,1/3/17,B001300,1976,House,,119,9/15/76,,,NBarragan1.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,Democrat,CA,104,"8 years, 8 months",8.67,Representative
49,1/3/17,B001300,1976,House,,119,9/15/76,,,NBarragan2.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,Democrat,CA,104,"8 years, 8 months",8.67,Representative
49,1/3/17,B001300,1976,House,,119,9/15/76,,,NBarragan3.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,Democrat,CA,104,"8 years, 8 months",8.67,Representative
49,1/3/17,B001300,1976,House,,119,9/15/76,,,NBarragan4.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,Democrat,CA,104,"8 years, 8 months",8.67,Representative
73,6/25/07,B001261,1952,Senate,,119,7/21/52,,,JBarrasso1.jpg,John,John,Barrasso,Barrasso,,,Republican,WY,219,"18 years, 3 months",18.25,Senator
73,6/25/07,B001261,1952,Senate,,119,7/21/52,,,JBarrasso2.jpg,John,John,Barrasso,Barrasso,,,Republican,WY,219,"18 years, 3 months",18.25,Senator
73,6/25/07,B001261,1952,Senate,,119,7/21/52,,,JBarrasso3.jpg,John,John,Barrasso,Barrasso,,,Republican,WY,219,"18 years, 3 months",18.25,Senator
73,6/25/07,B001261,1952,Senate,,119,7/21/52,,,JBarrasso4.jpg,John,John,Barrasso,Barrasso,,,Republican,WY,219,"18 years, 3 months",18.25,Senator
44,1/3/25,B001321,1981,House,N00049596,119,4/30/81,,H2MI07123,TBarrett1.jpg,Tom,Tom,Barrett,Barrett,,,Republican,MI,8,8 months,0.67,Representative
44,1/3/25,B001321,1981,House,N00049596,119,4/30/81,,H2MI07123,TBarrett2.jpg,Tom,Tom,Barrett,Barrett,,,Republican,MI,8,8 months,0.67,Representative
44,1/3/25,B001321,1981,House,N00049596,119,4/30/81,,H2MI07123,TBarrett3.jpg,Tom,Tom,Barrett,Barrett,,,Republican,MI,8,8 months,0.67,Representative
44,1/3/25,B001321,1981,House,N00049596,119,4/30/81,,H2MI07123,TBarrett4.jpg,Tom,Tom,Barrett,Barrett,,,Republican,MI,8,8 months,0.67,Representative
49,1/3/25,B001322,1975,House,,119,12/13/75,,,MBaumgartner1.jpg,Michael,Michael,Baumgartner,Baumgartner,,,Republican,WA,8,8 months,0.67,Representative
49,1/3/25,B001322,1975,House,,119,12/13/75,,,MBaumgartner2.jpg,Michael,Michael,Baumgartner,Baumgartner,,,Republican,WA,8,8 months,0.67,Representative
49,1/3/25,B001322,1975,House,,119,12/13/75,,,MBaumgartner3.jpg,Michael,Michael,Baumgartner,Baumgartner,,,Republican,WA,8,8 months,0.67,Representative
49,1/3/25,B001322,1975,House,,119,12/13/75,,,MBaumgartner4.jpg,Michael,Michael,Baumgartner,Baumgartner,,,Republican,WA,8,8 months,0.67,Representative
58,1/3/23,B001314,1967,House,N00051369,119,1/25/67,,H2FL04211,ABean1.jpg,Aaron,Aaron,Bean,Bean,,,Republican,FL,32,"2 years, 8 months",2.67,Representative
58,1/3/23,B001314,1967,House,N00051369,119,1/25/67,,H2FL04211,ABean2.jpg,Aaron,Aaron,Bean,Bean,,,Republican,FL,32,"2 years, 8 months",2.67,Representative
58,1/3/23,B001314,1967,House,N00051369,119,1/25/67,,H2FL04211,ABean3.jpg,Aaron,Aaron,Bean,Bean,,,Republican,FL,32,"2 years, 8 months",2.67,Representative
58,1/3/23,B001314,1967,House,N00051369,119,1/25/67,,H2FL04211,ABean4.jpg,Aaron,Aaron,Bean,Bean,,,Republican,FL,32,"2 years, 8 months",2.67,Representative
75,1/3/13,B001281,1950,House,N00033904,119,3/12/50,,H2OH03125,JBeatty1.jpg,Joyce,Joyce,Beatty,Beatty,,,Democrat,OH,152,"12 years, 8 months",12.67,Representative
75,1/3/13,B001281,1950,House,N00033904,119,3/12/50,,H2OH03125,JBeatty2.jpg,Joyce,Joyce,Beatty,Beatty,,,Democrat,OH,152,"12 years, 8 months",12.67,Representative
75,1/3/13,B001281,1950,House,N00033904,119,3/12/50,,H2OH03125,JBeatty3.jpg,Joyce,Joyce,Beatty,Beatty,,,Democrat,OH,152,"12 years, 8 months",12.67,Representative
75,1/3/13,B001281,1950,House,N00033904,119,3/12/50,,H2OH03125,JBeatty4.jpg,Joyce,Joyce,Beatty,Beatty,,,Democrat,OH,152,"12 years, 8 months",12.67,Representative
47,,B001323,1977,House,,119,10/21/77,,,NBegich1.jpg,Nicholas,Nicholas,Begich,Begich,J.,,Republican,AK,,,,Representative
47,,B001323,1977,House,,119,10/21/77,,,NBegich2.jpg,Nicholas,Nicholas,Begich,Begich,J.,,Republican,AK,,,,Representative
47,,B001323,1977,House,,119,10/21/77,,,NBegich3.jpg,Nicholas,Nicholas,Begich,Begich,J.,,Republican,AK,,,,Representative
47,,B001323,1977,House,,119,10/21/77,,,NBegich4.jpg,Nicholas,Nicholas,Begich,Begich,J.,,Republican,AK,,,,Representative
50,1/3/25,B001324,1974,House,,119,11/5/74,,,WBell1.jpg,Wesley,Wesley,Bell,Bell,,,Democrat,MO,8,8 months,0.67,Representative
50,1/3/25,B001324,1974,House,,119,11/5/74,,,WBell2.jpg,Wesley,Wesley,Bell,Bell,,,Democrat,MO,8,8 months,0.67,Representative
50,1/3/25,B001324,1974,House,,119,11/5/74,,,WBell3.jpg,Wesley,Wesley,Bell,Bell,,,Democrat,MO,8,8 months,0.67,Representative
50,1/3/25,B001324,1974,House,,119,11/5/74,,,WBell4.jpg,Wesley,Wesley,Bell,Bell,,,Democrat,MO,8,8 months,0.67,Representative
60,1/21/09,B001267,1964,Senate,N00030608,119,11/28/64,,S0CO00211,MBennet1.jpg,Michael,Michael,Bennet,Bennet,F.,,Democrat,CO,200,"16 years, 8 months",16.67,Senator
60,1/21/09,B001267,1964,Senate,N00030608,119,11/28/64,,S0CO00211,MBennet2.jpg,Michael,Michael,Bennet,Bennet,F.,,Democrat,CO,200,"16 years, 8 months",16.67,Senator
60,1/21/09,B001267,1964,Senate,N00030608,119,11/28/64,,S0CO00211,MBennet3.jpg,Michael,Michael,Bennet,Bennet,F.,,Democrat,CO,200,"16 years, 8 months",16.67,Senator
60,1/21/09,B001267,1964,Senate,N00030608,119,11/28/64,,S0CO00211,MBennet4.jpg,Michael,Michael,Bennet,Bennet,F.,,Democrat,CO,200,"16 years, 8 months",16.67,Senator
73,1/3/21,B000668,1952,House,N00045773,119,1/12/52,,H0OR02127,CBentz1.jpg,Cliff,Cliff,Bentz,Bentz,,,Republican,OR,56,"4 years, 8 months",4.67,Representative
73,1/3/21,B000668,1952,House,N00045773,119,1/12/52,,H0OR02127,CBentz2.jpg,Cliff,Cliff,Bentz,Bentz,,,Republican,OR,56,"4 years, 8 months",4.67,Representative
73,1/3/21,B000668,1952,House,N00045773,119,1/12/52,,H0OR02127,CBentz3.jpg,Cliff,Cliff,Bentz,Bentz,,,Republican,OR,56,"4 years, 8 months",4.67,Representative
73,1/3/21,B000668,1952,House,N00045773,119,1/12/52,,H0OR02127,CBentz4.jpg,Cliff,Cliff,Bentz,Bentz,,,Republican,OR,56,"4 years, 8 months",4.67,Representative
60,1/3/13,B001287,1965,House,N00030717,119,3/2/65,,H0CA03078,ABera1.jpg,Ami,Ami,Bera,Bera,,,Democrat,CA,152,"12 years, 8 months",12.67,Representative
60,1/3/13,B001287,1965,House,N00030717,119,3/2/65,,H0CA03078,ABera2.jpg,Ami,Ami,Bera,Bera,,,Democrat,CA,152,"12 years, 8 months",12.67,Representative
60,1/3/13,B001287,1965,House,N00030717,119,3/2/65,,H0CA03078,ABera3.jpg,Ami,Ami,Bera,Bera,,,Democrat,CA,152,"12 years, 8 months",12.67,Representative
60,1/3/13,B001287,1965,House,N00030717,119,3/2/65,,H0CA03078,ABera4.jpg,Ami,Ami,Bera,Bera,,,Democrat,CA,152,"12 years, 8 months",12.67,Representative
78,,B001301,1947,House,,119,2/2/47,,,JBergman1.jpg,Jack,John,Bergman,Bergman,,,Republican,MI,,,,Representative
78,,B001301,1947,House,,119,2/2/47,,,JBergman2.jpg,Jack,John,Bergman,Bergman,,,Republican,MI,,,,Representative
78,,B001301,1947,House,,119,2/2/47,,,JBergman3.jpg,Jack,John,Bergman,Bergman,,,Republican,MI,,,,Representative
78,,B001301,1947,House,,119,2/2/47,,,JBergman4.jpg,Jack,John,Bergman,Bergman,,,Republican,MI,,,,Representative
75,,B001292,1950,House,,119,6/20/50,,,DBeyer1.jpg,Donald,Donald,Beyer,Beyer,S.,,Democrat,VA,,,,Representative
75,,B001292,1950,House,,119,6/20/50,,,DBeyer2.jpg,Donald,Donald,Beyer,Beyer,S.,,Democrat,VA,,,,Representative
75,,B001292,1950,House,,119,6/20/50,,,DBeyer3.jpg,Donald,Donald,Beyer,Beyer,S.,,Democrat,VA,,,,Representative
75,,B001292,1950,House,,119,6/20/50,,,DBeyer4.jpg,Donald,Donald,Beyer,Beyer,S.,,Democrat,VA,,,,Representative
51,1/3/21,B000740,1973,House,N00044579,119,11/11/73,,H0OK05205,SBice1.jpg,Stephanie,Stephanie,Bice,Bice,I.,,Republican,OK,56,"4 years, 8 months",4.67,Representative
51,1/3/21,B000740,1973,House,N00044579,119,11/11/73,,H0OK05205,SBice2.jpg,Stephanie,Stephanie,Bice,Bice,I.,,Republican,OK,56,"4 years, 8 months",4.67,Representative
51,1/3/21,B000740,1973,House,N00044579,119,11/11/73,,H0OK05205,SBice3.jpg,Stephanie,Stephanie,Bice,Bice,I.,,Republican,OK,56,"4 years, 8 months",4.67,Representative
51,1/3/21,B000740,1973,House,N00044579,119,11/11/73,,H0OK05205,SBice4.jpg,Stephanie,Stephanie,Bice,Bice,I.,,Republican,OK,56,"4 years, 8 months",4.67,Representative
66,1/3/17,B001302,1958,House,N00039293,119,11/7/58,,H6AZ05083,ABiggs1.jpg,Andy,Andrew,Biggs,Biggs,,,Republican,AZ,104,"8 years, 8 months",8.67,Representative
55,1/3/25,B001325,1970,House,,119,3/28/70,,,SBiggs1.jpg,Sheri,Sheri,Biggs,Biggs,,,Republican,SC,8,8 months,0.67,Representative
66,1/3/17,B001302,1958,House,N00039293,119,11/7/58,,H6AZ05083,ABiggs2.jpg,Andy,Andrew,Biggs,Biggs,,,Republican,AZ,104,"8 years, 8 months",8.67,Representative
55,1/3/25,B001325,1970,House,,119,3/28/70,,,SBiggs2.jpg,Sheri,Sheri,Biggs,Biggs,,,Republican,SC,8,8 months,0.67,Representative
66,1/3/17,B001302,1958,House,N00039293,119,11/7/58,,H6AZ05083,ABiggs3.jpg,Andy,Andrew,Biggs,Biggs,,,Republican,AZ,104,"8 years, 8 months",8.67,Representative
55,1/3/25,B001325,1970,House,,119,3/28/70,,,SBiggs3.jpg,Sheri,Sheri,Biggs,Biggs,,,Republican,SC,8,8 months,0.67,Representative
66,1/3/17,B001302,1958,House,N00039293,119,11/7/58,,H6AZ05083,ABiggs4.jpg,Andy,Andrew,Biggs,Biggs,,,Republican,AZ,104,"8 years, 8 months",8.67,Representative
55,1/3/25,B001325,1970,House,,119,3/28/70,,,SBiggs4.jpg,Sheri,Sheri,Biggs,Biggs,,,Republican,SC,8,8 months,0.67,Representative
62,1/3/07,B001257,1963,House,N00027462,119,2/8/63,,H6FL09070,GBilirakis1.jpg,Gus,Gus,Bilirakis,Bilirakis,M.,,Republican,FL,224,"18 years, 8 months",18.67,Representative
62,1/3/07,B001257,1963,House,N00027462,119,2/8/63,,H6FL09070,GBilirakis2.jpg,Gus,Gus,Bilirakis,Bilirakis,M.,,Republican,FL,224,"18 years, 8 months",18.67,Representative
62,1/3/07,B001257,1963,House,N00027462,119,2/8/63,,H6FL09070,GBilirakis3.jpg,Gus,Gus,Bilirakis,Bilirakis,M.,,Republican,FL,224,"18 years, 8 months",18.67,Representative
62,1/3/07,B001257,1963,House,N00027462,119,2/8/63,,H6FL09070,GBilirakis4.jpg,Gus,Gus,Bilirakis,Bilirakis,M.,,Republican,FL,224,"18 years, 8 months",18.67,Representative
78,1/3/93,B000490,1947,House,N00002674,119,2/4/47,,H2GA02031,SBishop1.jpg,Sanford,Sanford,Bishop,Bishop,D.,,Democrat,GA,392,"32 years, 8 months",32.67,Representative
78,1/3/93,B000490,1947,House,N00002674,119,2/4/47,,H2GA02031,SBishop2.jpg,Sanford,Sanford,Bishop,Bishop,D.,,Democrat,GA,392,"32 years, 8 months",32.67,Representative
78,1/3/93,B000490,1947,House,N00002674,119,2/4/47,,H2GA02031,SBishop3.jpg,Sanford,Sanford,Bishop,Bishop,D.,,Democrat,GA,392,"32 years, 8 months",32.67,Representative
78,1/3/93,B000490,1947,House,N00002674,119,2/4/47,,H2GA02031,SBishop4.jpg,Sanford,Sanford,Bishop,Bishop,D.,,Democrat,GA,392,"32 years, 8 months",32.67,Representative
73,1/3/19,B001243,1952,Senate,,119,6/6/52,,,MBlackburn1.jpg,Marsha,Marsha,Blackburn,Blackburn,,,Republican,TN,80,"6 years, 8 months",6.67,Senator
73,1/3/19,B001243,1952,Senate,,119,6/6/52,,,MBlackburn2.jpg,Marsha,Marsha,Blackburn,Blackburn,,,Republican,TN,80,"6 years, 8 months",6.67,Senator
73,1/3/19,B001243,1952,Senate,,119,6/6/52,,,MBlackburn3.jpg,Marsha,Marsha,Blackburn,Blackburn,,,Republican,TN,80,"6 years, 8 months",6.67,Senator
73,1/3/19,B001243,1952,Senate,,119,6/6/52,,,MBlackburn4.jpg,Marsha,Marsha,Blackburn,Blackburn,,,Republican,TN,80,"6 years, 8 months",6.67,Senator
79,1/3/11,B001277,1946,Senate,N00031685,119,2/13/46,,S0CT00177,RBlumenthal1.jpg,Richard,Richard,Blumenthal,Blumenthal,,,Democrat,CT,176,"14 years, 8 months",14.67,Senator
