filename,first_name,first_name1,last_name,last_name1,middle_name,nick_name,bioguide_id,cid,fecid,state,position,party,chamber,congress_number,assumed_office,tenure_months,tenure_years,tenure_pretty,birth_year,death_year,date_of_birth,age
MAlford3.jpg,Mark,Mark,Alford,Alford,,,A000379,,,MO,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1963,,10/4/63,61
MAlford4.jpg,Mark,Mark,Alford,Alford,,,A000379,,,MO,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1963,,10/4/63,61
RAllen.jpg,Rick,Rick,Allen,Allen,W.,,A000372,,,GA,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1951,,11/7/51,73
RAllen1.jpg,Rick,Rick,Allen,Allen,W.,,A000372,,,GA,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1951,,11/7/51,73
RAllen2.jpg,Rick,Rick,Allen,Allen,W.,,A000372,,,GA,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1951,,11/7/51,73
RAllen3.jpg,Rick,Rick,Allen,Allen,W.,,A000372,,,GA,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1951,,11/7/51,73
RAllen4.jpg,Rick,Rick,Allen,Allen,W.,,A000372,,,GA,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1951,,11/7/51,73
AAlsobrooks.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,,,MD,Senator,Democrat,Senate,119,1/3/25,8,0.67,8 months,1971,,2/23/71,54
AAlsobrooks1.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,,,MD,Senator,Democrat,Senate,119,1/3/25,8,0.67,8 months,1971,,2/23/71,54
AAlsobrooks2.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,,,MD,Senator,Democrat,Senate,119,1/3/25,8,0.67,8 months,1971,,2/23/71,54
AAlsobrooks3.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,,,MD,Senator,Democrat,Senate,119,1/3/25,8,0.67,8 months,1971,,2/23/71,54
AAlsobrooks4.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,,,MD,Senator,Democrat,Senate,119,1/3/25,8,0.67,8 months,1971,,2/23/71,54
GAmo.jpg,Gabe,Gabe,Amo,Amo,,,A000380,,,RI,Representative,Democrat,House,119,11/13/23,22,1.83,"1 year, 10 months",1987,,12/11/87,37
GAmo1.jpg,Gabe,Gabe,Amo,Amo,,,A000380,,,RI,Representative,Democrat,House,119,11/13/23,22,1.83,"1 year, 10 months",1987,,12/11/87,37
GAmo2.jpg,Gabe,Gabe,Amo,Amo,,,A000380,,,RI,Representative,Democrat,House,119,11/13/23,22,1.83,"1 year, 10 months",1987,,12/11/87,37
GAmo3.jpg,Gabe,Gabe,Amo,Amo,,,A000380,,,RI,Representative,Democrat,House,119,11/13/23,22,1.83,"1 year, 10 months",1987,,12/11/87,37
GAmo4.jpg,Gabe,Gabe,Amo,Amo,,,A000380,,,RI,Representative,Democrat,House,119,11/13/23,22,1.83,"1 year, 10 months",1987,,12/11/87,37
MAmodei.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,,,NV,Representative,Republican,House,119,9/13/11,168,14,14 years,1958,,6/12/58,67
MAmodei1.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,,,NV,Representative,Republican,House,119,9/13/11,168,14,14 years,1958,,6/12/58,67
MAmodei2.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,,,NV,Representative,Republican,House,119,9/13/11,168,14,14 years,1958,,6/12/58,67
MAmodei3.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,,,NV,Representative,Republican,House,119,9/13/11,168,14,14 years,1958,,6/12/58,67
MAmodei4.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,,,NV,Representative,Republican,House,119,9/13/11,168,14,14 years,1958,,6/12/58,67
YAnsari.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,,,AZ,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1992,,4/7/92,33
YAnsari1.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,,,AZ,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1992,,4/7/92,33
YAnsari2.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,,,AZ,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1992,,4/7/92,33
YAnsari3.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,,,AZ,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1992,,4/7/92,33
YAnsari4.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,,,AZ,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1992,,4/7/92,33
JArrington.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,,,TX,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1972,,3/9/72,53
JArrington1.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,,,TX,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1972,,3/9/72,53
JArrington2.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,,,TX,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1972,,3/9/72,53
JArrington3.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,,,TX,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1972,,3/9/72,53
JArrington4.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,,,TX,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1972,,3/9/72,53
JAuchincloss.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,,,MA,Representative,Democrat,House,119,1/3/21,56,4.67,"4 years, 8 months",1988,,1/29/88,37
JAuchincloss1.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,,,MA,Representative,Democrat,House,119,1/3/21,56,4.67,"4 years, 8 months",1988,,1/29/88,37
JAuchincloss2.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,,,MA,Representative,Democrat,House,119,1/3/21,56,4.67,"4 years, 8 months",1988,,1/29/88,37
JAuchincloss3.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,,,MA,Representative,Democrat,House,119,1/3/21,56,4.67,"4 years, 8 months",1988,,1/29/88,37
JAuchincloss4.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,,,MA,Representative,Democrat,House,119,1/3/21,56,4.67,"4 years, 8 months",1988,,1/29/88,37
BBabin.jpg,Brian,Brian,Babin,Babin,,,B001291,,,TX,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1948,,3/23/48,77
BBabin1.jpg,Brian,Brian,Babin,Babin,,,B001291,,,TX,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1948,,3/23/48,77
BBabin2.jpg,Brian,Brian,Babin,Babin,,,B001291,,,TX,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1948,,3/23/48,77
BBabin3.jpg,Brian,Brian,Babin,Babin,,,B001291,,,TX,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1948,,3/23/48,77
BBabin4.jpg,Brian,Brian,Babin,Babin,,,B001291,,,TX,Representative,Republican,House,119,1/3/15,128,10.67,"10 years, 8 months",1948,,3/23/48,77
DBacon.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,,,NE,Representative,Republican,House,119,,,,,1963,,8/16/63,62
DBacon1.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,,,NE,Representative,Republican,House,119,,,,,1963,,8/16/63,62
DBacon2.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,,,NE,Representative,Republican,House,119,,,,,1963,,8/16/63,62
DBacon3.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,,,NE,Representative,Republican,House,119,,,,,1963,,8/16/63,62
DBacon4.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,,,NE,Representative,Republican,House,119,,,,,1963,,8/16/63,62
JBaird.jpg,James,James,Baird,Baird,R.,,B001307,,,IN,Representative,Republican,House,119,1/3/19,80,6.67,"6 years, 8 months",1945,,6/4/45,80
JBaird1.jpg,James,James,Baird,Baird,R.,,B001307,,,IN,Representative,Republican,House,119,1/3/19,80,6.67,"6 years, 8 months",1945,,6/4/45,80
JBaird2.jpg,James,James,Baird,Baird,R.,,B001307,,,IN,Representative,Republican,House,119,1/3/19,80,6.67,"6 years, 8 months",1945,,6/4/45,80
JBaird3.jpg,James,James,Baird,Baird,R.,,B001307,,,IN,Representative,Republican,House,119,1/3/19,80,6.67,"6 years, 8 months",1945,,6/4/45,80
JBaird4.jpg,James,James,Baird,Baird,R.,,B001307,,,IN,Representative,Republican,House,119,1/3/19,80,6.67,"6 years, 8 months",1945,,6/4/45,80
TBalderson.jpg,Troy,Troy,Balderson,Balderson,,,B001306,,,OH,Representative,Republican,House,119,9/5/18,84,7,7 years,1962,,1/16/62,63
TBalderson1.jpg,Troy,Troy,Balderson,Balderson,,,B001306,,,OH,Representative,Republican,House,119,9/5/18,84,7,7 years,1962,,1/16/62,63
TBalderson2.jpg,Troy,Troy,Balderson,Balderson,,,B001306,,,OH,Representative,Republican,House,119,9/5/18,84,7,7 years,1962,,1/16/62,63
TBalderson3.jpg,Troy,Troy,Balderson,Balderson,,,B001306,,,OH,Representative,Republican,House,119,9/5/18,84,7,7 years,1962,,1/16/62,63
TBalderson4.jpg,Troy,Troy,Balderson,Balderson,,,B001306,,,OH,Representative,Republican,House,119,9/5/18,84,7,7 years,1962,,1/16/62,63
TBaldwin.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,152,12.67,"12 years, 8 months",1962,,2/11/62,63
TBaldwin1.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,152,12.67,"12 years, 8 months",1962,,2/11/62,63
TBaldwin2.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,152,12.67,"12 years, 8 months",1962,,2/11/62,63
TBaldwin3.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,152,12.67,"12 years, 8 months",1962,,2/11/62,63
TBaldwin4.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,152,12.67,"12 years, 8 months",1962,,2/11/62,63
BBalint.jpg,Becca,Becca,Balint,Balint,,,B001318,,,VT,Representative,Democrat,House,119,1/3/23,32,2.67,"2 years, 8 months",1968,,5/4/68,57
BBalint1.jpg,Becca,Becca,Balint,Balint,,,B001318,,,VT,Representative,Democrat,House,119,1/3/23,32,2.67,"2 years, 8 months",1968,,5/4/68,57
BBalint2.jpg,Becca,Becca,Balint,Balint,,,B001318,,,VT,Representative,Democrat,House,119,1/3/23,32,2.67,"2 years, 8 months",1968,,5/4/68,57
BBalint3.jpg,Becca,Becca,Balint,Balint,,,B001318,,,VT,Representative,Democrat,House,119,1/3/23,32,2.67,"2 years, 8 months",1968,,5/4/68,57
BBalint4.jpg,Becca,Becca,Balint,Balint,,,B001318,,,VT,Representative,Democrat,House,119,1/3/23,32,2.67,"2 years, 8 months",1968,,5/4/68,57
JBanks.jpg,Jim,James,Banks,Banks,,,B001299,,,IN,Senator,Republican,Senate,119,1/3/25,8,0.67,8 months,1979,,7/16/79,46
JBanks1.jpg,Jim,James,Banks,Banks,,,B001299,,,IN,Senator,Republican,Senate,119,1/3/25,8,0.67,8 months,1979,,7/16/79,46
JBanks2.jpg,Jim,James,Banks,Banks,,,B001299,,,IN,Senator,Republican,Senate,119,1/3/25,8,0.67,8 months,1979,,7/16/79,46
JBanks3.jpg,Jim,James,Banks,Banks,,,B001299,,,IN,Senator,Republican,Senate,119,1/3/25,8,0.67,8 months,1979,,7/16/79,46
JBanks4.jpg,Jim,James,Banks,Banks,,,B001299,,,IN,Senator,Republican,Senate,119,1/3/25,8,0.67,8 months,1979,,7/16/79,46
ABarr.jpg,Andy,Garland,Barr,Barr,,,B001282,,,KY,Representative,Republican,House,119,,,,,1973,,7/24/73,52
ABarr1.jpg,Andy,Garland,Barr,Barr,,,B001282,,,KY,Representative,Republican,House,119,,,,,1973,,7/24/73,52
ABarr2.jpg,Andy,Garland,Barr,Barr,,,B001282,,,KY,Representative,Republican,House,119,,,,,1973,,7/24/73,52
ABarr3.jpg,Andy,Garland,Barr,Barr,,,B001282,,,KY,Representative,Republican,House,119,,,,,1973,,7/24/73,52
ABarr4.jpg,Andy,Garland,Barr,Barr,,,B001282,,,KY,Representative,Republican,House,119,,,,,1973,,7/24/73,52
NBarragan.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,104,8.67,"8 years, 8 months",1976,,9/15/76,49
NBarragan1.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,104,8.67,"8 years, 8 months",1976,,9/15/76,49
NBarragan2.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,104,8.67,"8 years, 8 months",1976,,9/15/76,49
NBarragan3.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,104,8.67,"8 years, 8 months",1976,,9/15/76,49
NBarragan4.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,104,8.67,"8 years, 8 months",1976,,9/15/76,49
JBarrasso.jpg,John,John,Barrasso,Barrasso,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,219,18.25,"18 years, 3 months",1952,,7/21/52,73
JBarrasso1.jpg,John,John,Barrasso,Barrasso,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,219,18.25,"18 years, 3 months",1952,,7/21/52,73
JBarrasso2.jpg,John,John,Barrasso,Barrasso,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,219,18.25,"18 years, 3 months",1952,,7/21/52,73
JBarrasso3.jpg,John,John,Barrasso,Barrasso,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,219,18.25,"18 years, 3 months",1952,,7/21/52,73
JBarrasso4.jpg,John,John,Barrasso,Barrasso,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,219,18.25,"18 years, 3 months",1952,,7/21/52,73
TBarrett.jpg,Tom,Tom,Barrett,Barrett,,,B001321,,,MI,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1981,,4/30/81,44
TBarrett1.jpg,Tom,Tom,Barrett,Barrett,,,B001321,,,MI,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1981,,4/30/81,44
TBarrett2.jpg,Tom,Tom,Barrett,Barrett,,,B001321,,,MI,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1981,,4/30/81,44
TBarrett3.jpg,Tom,Tom,Barrett,Barrett,,,B001321,,,MI,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1981,,4/30/81,44
TBarrett4.jpg,Tom,Tom,Barrett,Barrett,,,B001321,,,MI,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1981,,4/30/81,44
MBaumgartner.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,,,WA,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1975,,12/13/75,49
MBaumgartner1.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,,,WA,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1975,,12/13/75,49
MBaumgartner2.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,,,WA,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1975,,12/13/75,49
MBaumgartner3.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,,,WA,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1975,,12/13/75,49
MBaumgartner4.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,,,WA,Representative,Republican,House,119,1/3/25,8,0.67,8 months,1975,,12/13/75,49
ABean.jpg,Aaron,Aaron,Bean,Bean,,,B001314,,,FL,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1967,,1/25/67,58
ABean1.jpg,Aaron,Aaron,Bean,Bean,,,B001314,,,FL,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1967,,1/25/67,58
ABean2.jpg,Aaron,Aaron,Bean,Bean,,,B001314,,,FL,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1967,,1/25/67,58
ABean3.jpg,Aaron,Aaron,Bean,Bean,,,B001314,,,FL,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1967,,1/25/67,58
ABean4.jpg,Aaron,Aaron,Bean,Bean,,,B001314,,,FL,Representative,Republican,House,119,1/3/23,32,2.67,"2 years, 8 months",1967,,1/25/67,58
JBeatty.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,,,OH,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1950,,3/12/50,75
JBeatty1.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,,,OH,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1950,,3/12/50,75
JBeatty2.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,,,OH,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1950,,3/12/50,75
JBeatty3.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,,,OH,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1950,,3/12/50,75
JBeatty4.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,,,OH,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1950,,3/12/50,75
NBegich.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,,,AK,Representative,Republican,House,119,,,,,1977,,10/21/77,47
NBegich1.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,,,AK,Representative,Republican,House,119,,,,,1977,,10/21/77,47
NBegich2.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,,,AK,Representative,Republican,House,119,,,,,1977,,10/21/77,47
NBegich3.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,,,AK,Representative,Republican,House,119,,,,,1977,,10/21/77,47
NBegich4.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,,,AK,Representative,Republican,House,119,,,,,1977,,10/21/77,47
WBell.jpg,Wesley,Wesley,Bell,Bell,,,B001324,,,MO,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1974,,11/5/74,50
WBell1.jpg,Wesley,Wesley,Bell,Bell,,,B001324,,,MO,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1974,,11/5/74,50
WBell2.jpg,Wesley,Wesley,Bell,Bell,,,B001324,,,MO,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1974,,11/5/74,50
WBell3.jpg,Wesley,Wesley,Bell,Bell,,,B001324,,,MO,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1974,,11/5/74,50
WBell4.jpg,Wesley,Wesley,Bell,Bell,,,B001324,,,MO,Representative,Democrat,House,119,1/3/25,8,0.67,8 months,1974,,11/5/74,50
MBennet.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,,,CO,Senator,Democrat,Senate,119,1/21/09,200,16.67,"16 years, 8 months",1964,,11/28/64,60
MBennet1.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,,,CO,Senator,Democrat,Senate,119,1/21/09,200,16.67,"16 years, 8 months",1964,,11/28/64,60
MBennet2.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,,,CO,Senator,Democrat,Senate,119,1/21/09,200,16.67,"16 years, 8 months",1964,,11/28/64,60
MBennet3.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,,,CO,Senator,Democrat,Senate,119,1/21/09,200,16.67,"16 years, 8 months",1964,,11/28/64,60
MBennet4.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,,,CO,Senator,Democrat,Senate,119,1/21/09,200,16.67,"16 years, 8 months",1964,,11/28/64,60
CBentz.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,,,OR,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1952,,1/12/52,73
CBentz1.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,,,OR,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1952,,1/12/52,73
CBentz2.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,,,OR,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1952,,1/12/52,73
CBentz3.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,,,OR,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1952,,1/12/52,73
CBentz4.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,,,OR,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1952,,1/12/52,73
ABera.jpg,Ami,Ami,Bera,Bera,,,B001287,,,CA,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1965,,3/2/65,60
ABera1.jpg,Ami,Ami,Bera,Bera,,,B001287,,,CA,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1965,,3/2/65,60
ABera2.jpg,Ami,Ami,Bera,Bera,,,B001287,,,CA,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1965,,3/2/65,60
ABera3.jpg,Ami,Ami,Bera,Bera,,,B001287,,,CA,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1965,,3/2/65,60
ABera4.jpg,Ami,Ami,Bera,Bera,,,B001287,,,CA,Representative,Democrat,House,119,1/3/13,152,12.67,"12 years, 8 months",1965,,3/2/65,60
JBergman.jpg,Jack,John,Bergman,Bergman,,,B001301,,,MI,Representative,Republican,House,119,,,,,1947,,2/2/47,78
JBergman1.jpg,Jack,John,Bergman,Bergman,,,B001301,,,MI,Representative,Republican,House,119,,,,,1947,,2/2/47,78
JBergman2.jpg,Jack,John,Bergman,Bergman,,,B001301,,,MI,Representative,Republican,House,119,,,,,1947,,2/2/47,78
JBergman3.jpg,Jack,John,Bergman,Bergman,,,B001301,,,MI,Representative,Republican,House,119,,,,,1947,,2/2/47,78
JBergman4.jpg,Jack,John,Bergman,Bergman,,,B001301,,,MI,Representative,Republican,House,119,,,,,1947,,2/2/47,78
DBeyer.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,,,VA,Representative,Democrat,House,119,,,,,1950,,6/20/50,75
DBeyer1.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,,,VA,Representative,Democrat,House,119,,,,,1950,,6/20/50,75
DBeyer2.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,,,VA,Representative,Democrat,House,119,,,,,1950,,6/20/50,75
DBeyer3.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,,,VA,Representative,Democrat,House,119,,,,,1950,,6/20/50,75
DBeyer4.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,,,VA,Representative,Democrat,House,119,,,,,1950,,6/20/50,75
SBice.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,,,OK,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1973,,11/11/73,51
SBice1.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,,,OK,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1973,,11/11/73,51
SBice2.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,,,OK,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1973,,11/11/73,51
SBice3.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,,,OK,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1973,,11/11/73,51
SBice4.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,,,OK,Representative,Republican,House,119,1/3/21,56,4.67,"4 years, 8 months",1973,,11/11/73,51
ABiggs.jpg,Andy,Andrew,Biggs,Biggs,,,B001302,,,AZ,Representative,Republican,House,119,1/3/17,104,8.67,"8 years, 8 months",1958,,11/7/58,66
