filename,first_name,first_name1,first_name2,last_name,last_name1,last_name2,middle_name,middle_name1,nick_name,nick_name1,suffix,bioguide_id,cid,fecid,state,title,party,chamber,congress_number,assumed_office,date_of_birth,age,match_method,merge_note,birth_year,death_year,tenure_months,tenure_pretty,tenure_years
JBaird.jpg,James,James,James,Baird,Baird,Baird,R.,R.,,Jim,,B001307,,H8IN04199,IN,Representative,Republican,House,119,1/3/19,6/4/45,80,slug,,1945,,80,"6 years, 8 months",6.67
TBalderson.jpg,Troy,Troy,William,Balderson,Balderson,Balderson,,Troy,,Troy,,B001306,N00042194,H8OH12180,OH,Representative,Republican,House,119,9/5/18,1/16/62,63,fecid,,1962,,84,7 years,7
TBaldwin.jpg,Tammy,Tammy,Tammy,Baldwin,Baldwin,Baldwin,,,,,,B001230,,,WI,Senator,Democrat,Senate,119,1/3/13,2/11/62,63,slug,,1962,,152,"12 years, 8 months",12.67
BBalint.jpg,Becca,Becca,Rebecca,Balint,Balint,Balint,,,,Becca,,B001318,N00049900,H2VT01076,VT,Representative,Democrat,House,119,1/3/23,5/4/68,57,fecid,,1968,,32,"2 years, 8 months",2.67
JBanks.jpg,Jim,James,,Banks,Banks,,,,,,,B001299,N00037185,H6IN03229,IN,Senator,Republican,Senate,119,1/3/25,7/16/79,46,,,1979,,8,8 months,0.67
ABarr.jpg,Andy,Garland,,Barr,Barr,,,,,,,B001282,N00031233,H0KY06104,KY,Representative,Republican,House,119,,7/24/73,52,,,1973,,,,
NBarragan.jpg,Nanette Diaz,Nanette,,Barragán,Barragan,,,,,,,B001300,,,CA,Representative,Democrat,House,119,1/3/17,9/15/76,49,,,1976,,104,"8 years, 8 months",8.67
JBarrasso.jpg,John,John,John,Barrasso,Barrasso,Barrasso,,A.,,,,B001261,,,WY,Senator,Republican,Senate,119,6/25/07,7/21/52,73,slug,,1952,,219,"18 years, 3 months",18.25
TBarrett.jpg,Tom,Tom,Thomas,Barrett,Barrett,Barrett,,More,,Tom,,B001321,N00049596,H2MI07123,MI,Representative,Republican,House,119,1/3/25,4/30/81,44,fecid,,1981,,8,8 months,0.67
MBaumgartner.jpg,Michael,Michael,Michael,Baumgartner,Baumgartner,Baumgartner,,James,,,,B001322,,H4WA05234,WA,Representative,Republican,House,119,1/3/25,12/13/75,49,slug,,1975,,8,8 months,0.67
ABean.jpg,Aaron,Aaron,Aaron,Bean,Bean,Bean,,P.,,,,B001314,N00051369,H2FL04211,FL,Representative,Republican,House,119,1/3/23,1/25/67,58,fecid,,1967,,32,"2 years, 8 months",2.67
JBeatty.jpg,Joyce,Joyce,Joyce,Beatty,Beatty,Beatty,,B.,,,,B001281,N00033904,H2OH03125,OH,Representative,Democrat,House,119,1/3/13,3/12/50,75,fecid,,1950,,152,"12 years, 8 months",12.67
NBegich.jpg,Nicholas,Nicholas,Nicholas,Begich,Begich,Begich,J.,,,Nick,III,B001323,,H2AK01083,AK,Representative,Republican,House,119,,10/21/77,47,slug,,1977,,,,
WBell.jpg,Wesley,Wesley,Wesley,Bell,Bell,Bell,,,,,,B001324,,H4MO01134,MO,Representative,Democrat,House,119,1/3/25,11/5/74,50,slug,,1974,,8,8 months,0.67
MBennet.jpg,Michael,Michael,Michael,Bennet,Bennet,Bennet,F.,Farrand,,,,B001267,N00030608,S0CO00211,CO,Senator,Democrat,Senate,119,1/21/09,11/28/64,60,slug,,1964,,200,"16 years, 8 months",16.67
CBentz.jpg,Cliff,Cliff,Cliff,Bentz,Bentz,Bentz,,,,,,B000668,N00045773,H0OR02127,OR,Representative,Republican,House,119,1/3/21,1/12/52,73,fecid,,1952,,56,"4 years, 8 months",4.67
ABera.jpg,Ami,Ami,Amerish,Bera,Bera,Bera,,,,Ami,,B001287,N00030717,H0CA03078,CA,Representative,Democrat,House,119,1/3/13,3/2/65,60,fecid,,1965,,152,"12 years, 8 months",12.67
JBergman.jpg,Jack,John,,Bergman,Bergman,,,,,,,B001301,,,MI,Representative,Republican,House,119,,2/2/47,78,,,1947,,,,
DBeyer.jpg,Donald,Donald,Donald,Beyer,Beyer,Beyer,S.,Sternoff,,Don,Jr.,B001292,,H4VA08224,VA,Representative,Democrat,House,119,,6/20/50,75,slug,,1950,,,,
SBice.jpg,Stephanie,Stephanie,Stephanie,Bice,Bice,Bice,I.,,,,,B000740,N00044579,H0OK05205,OK,Representative,Republican,House,119,1/3/21,11/11/73,51,fecid,,1973,,56,"4 years, 8 months",4.67
ABiggs.jpg,Andy,Andrew,Andy,Biggs,Biggs,Biggs,,,,,,B001302,N00039293,H6AZ05083,AZ,Representative,Republican,House,119,1/3/17,11/7/58,66,slug,,1958,,104,"8 years, 8 months",8.67
SBiggs.jpg,Sheri,Sheri,,Biggs,Biggs,,,,,,,B001325,,,SC,Representative,Republican,House,119,1/3/25,3/28/70,55,,,1970,,8,8 months,0.67
GBilirakis.jpg,Gus,Gus,Gus,Bilirakis,Bilirakis,Bilirakis,M.,Michael,,,,B001257,N00027462,H6FL09070,FL,Representative,Republican,House,119,1/3/07,2/8/63,62,fecid,,1963,,224,"18 years, 8 months",18.67
SBishop.jpg,Sanford,Sanford,Sanford,Bishop,Bishop,Bishop,D.,Dixon,,,Jr.,B000490,N00002674,H2GA02031,GA,Representative,Democrat,House,119,1/3/93,2/4/47,78,fecid,,1947,,392,"32 years, 8 months",32.67
MBlackburn.jpg,Marsha,Marsha,Marsha,Blackburn,Blackburn,Blackburn,,,,,,B001243,,,TN,Senator,Republican,Senate,119,1/3/19,6/6/52,73,slug,,1952,,80,"6 years, 8 months",6.67
RBlumenthal.jpg,Richard,Richard,Richard,Blumenthal,Blumenthal,Blumenthal,,,,,,B001277,N00031685,S0CT00177,CT,Senator,Democrat,Senate,119,1/3/11,2/13/46,79,slug,,1946,,176,"14 years, 8 months",14.67
LBlunt.jpg,Lisa,Lisa,,Blunt Rochester,Blunt Rochester,,,,,,,B001303,N00038414,H6DE00206,DE,Senator,Democrat,Senate,119,1/3/25,2/10/62,63,,,1962,,8,8 months,0.67
LBoebert.jpg,Lauren,Lauren,Lauren,Boebert,Boebert,Boebert,,,,,,B000825,N00045974,H0CO03165,CO,Representative,Republican,House,119,1/3/21,12/15/86,38,fecid,,1986,,56,"4 years, 8 months",4.67
SBonamici.jpg,Suzanne,Suzanne,Suzanne,Bonamici,Bonamici,Bonamici,,M.,,,,B001278,N00033474,H2OR01133,OR,Representative,Democrat,House,119,1/31/12,10/14/54,70,fecid,,1954,,163,"13 years, 7 months",13.58
CBooker.jpg,Cory,Cory,Cory,Booker,Booker,Booker,A.,A.,,,,B001288,,S4NJ00185,NJ,Senator,Democrat,Senate,119,10/31/13,4/27/69,56,slug,,1969,,142,"11 years, 10 months",11.83
JBoozman.jpg,John,John,John,Boozman,Boozman,Boozman,,Nichols,,,,B001236,N00013873,S0AR00150,AR,Senator,Republican,Senate,119,1/3/11,12/10/50,74,slug,,1950,,176,"14 years, 8 months",14.67
MBost.jpg,Mike,Mike,Michael,Bost,Bost,Bost,,J.,,Mike,,B001295,N00035420,H4IL12060,IL,Representative,Republican,House,119,1/3/15,12/30/60,64,fecid,,1960,,128,"10 years, 8 months",10.67
BBoyle.jpg,Brendan,Brendan,Brendan,Boyle,Boyle,Boyle,F.,F.,,,,B001296,N00035307,H4PA13199,PA,Representative,Democrat,House,119,1/3/15,2/6/77,48,fecid,,1977,,128,"10 years, 8 months",10.67
JBrecheen.jpg,Josh,Josh,Josh,Brecheen,Brecheen,Brecheen,,,,,,B001317,N00051106,H2OK02315,OK,Representative,Republican,House,119,1/3/23,6/19/79,46,fecid,,1979,,32,"2 years, 8 months",2.67
RBresnahan.jpg,Robert,Robert,Robert,Bresnahan,Bresnahan,Bresnahan,P.,Paul,,Rob,Jr.,B001327,,H4PA08124,PA,Representative,Republican,House,119,1/3/25,4/22/90,35,slug,,1990,,8,8 months,0.67
KBritt.jpg,Katie Boyd,Katie,,Britt,Britt,,,,,,,B001319,N00048812,S2AL00145,AL,Senator,Republican,Senate,119,1/3/23,2/2/82,43,,,1982,,32,"2 years, 8 months",2.67
SBrown.jpg,Shontel,Shontel,Shontel,Brown,Brown,Brown,M.,M.,,,,B001313,N00047875,H2OH11169,OH,Representative,Democrat,House,119,11/4/21,6/24/75,50,fecid,,1975,,46,"3 years, 10 months",3.83
JBrownley.jpg,Julia,Julia,Julia,Brownley,Brownley,Brownley,,,,,,B001285,N00034254,H2CA00120,CA,Representative,Democrat,House,119,1/3/13,8/28/52,73,fecid,,1952,,152,"12 years, 8 months",12.67
VBuchanan.jpg,Vern,Vernon,,Buchanan,Buchanan,,,,,,,B001260,,,FL,Representative,Republican,House,119,1/3/07,5/8/51,74,,,1951,,224,"18 years, 8 months",18.67
TBudd.jpg,Ted,Theodore,,Budd,Budd,,,,,,,B001305,N00039551,S2NC00505,NC,Senator,Republican,Senate,119,1/3/23,10/21/71,53,,,1971,,32,"2 years, 8 months",2.67
NBudzinski.jpg,Nikki,Nikki,Nikki,Budzinski,Budzinski,Budzinski,,,,,,B001315,N00049102,H2IL13153,IL,Representative,Democrat,House,119,1/3/23,3/11/77,48,fecid,,1977,,32,"2 years, 8 months",2.67
TBurchett.jpg,Tim,Timothy,Tim,Burchett,Burchett,Burchett,,,,,,B001309,N00041594,H8TN02119,TN,Representative,Republican,House,119,1/3/19,8/25/64,61,fecid,,1964,,80,"6 years, 8 months",6.67
EBurlison.jpg,Eric,Eric,Eric,Burlison,Burlison,Burlison,,,,,,B001316,N00049123,H2MO07143,MO,Representative,Republican,House,119,1/3/23,10/2/76,48,fecid,,1976,,32,"2 years, 8 months",2.67
JBynum.jpg,Janelle,Janelle,Janelle,Bynum,Bynum,Bynum,S.,S.,,,,B001326,,H4OR05304,OR,Representative,Democrat,House,119,1/3/25,1/31/75,50,slug,,1975,,8,8 months,0.67
KCalvert.jpg,Ken,Ken,Kenneth,Calvert,Calvert,Calvert,,S.,,Ken,,C000059,N00007099,H2CA37023,CA,Representative,Republican,House,119,1/3/93,6/8/53,72,fecid,,1953,,392,"32 years, 8 months",32.67
KCammack.jpg,Kat,Kat,Kat,Cammack,Cammack,Cammack,,,,,,C001039,N00045978,H0FL03175,FL,Representative,Republican,House,119,1/3/21,2/16/88,37,fecid,,1988,,56,"4 years, 8 months",4.67
MCantwell.jpg,Maria,Maria,Maria,Cantwell,Cantwell,Cantwell,,E.,,,,C000127,,,WA,Senator,Democrat,Senate,119,1/3/01,10/13/58,66,slug,,1958,,296,"24 years, 8 months",24.67
SCapito.jpg,Shelley Moore,Shelley,,Capito,Capito,,,,,,,C001047,,,WV,Senator,Republican,Senate,119,1/3/15,11/26/53,71,,,1953,,128,"10 years, 8 months",10.67
SCarbajal.jpg,Salud,Salud,Salud,Carbajal,Carbajal,Carbajal,O.,O.,,,,C001112,N00037015,H6CA24303,CA,Representative,Democrat,House,119,1/3/17,11/18/64,60,fecid,,1964,,104,"8 years, 8 months",8.67
MCarey.jpg,Mike,Mike,Mike,Carey,Carey,Carey,,,,,,C001126,N00048568,H2OH15228,OH,Representative,Republican,House,119,11/4/21,3/13/71,54,fecid,,1971,,46,"3 years, 10 months",3.83
ACarson.jpg,André,Andre,Andr̩,Carson,Carson,Carson,,D.,,,,C001072,N00029513,H8IN07184,IN,Representative,Democrat,House,119,3/11/08,10/16/74,50,fecid,,1974,,210,"17 years, 6 months",17.5
ECarter.jpg,Earl,Buddy,Earl,Carter,Carter,Carter,L.,Leroy,Buddy,Buddy,,C001103,,S6GA00374,GA,Representative,Republican,House,119,1/3/15,9/6/57,68,slug,,1957,,128,"10 years, 8 months",10.67
JCarter.jpg,John,John,John,Carter,Carter,Carter,R.,Rice,,,,C001051,N00025095,H2TX31044,TX,Representative,Republican,House,119,1/3/03,11/6/41,83,fecid,,1941,,272,"22 years, 8 months",22.67
TCarter.jpg,Troy,Troy,Troy,Carter,Carter,Carter,A.,A.,,,Sr.,C001125,N00025766,H2LA02149,LA,Representative,Democrat,House,119,5/11/21,10/26/63,61,fecid,,1963,,52,"4 years, 4 months",4.33
GCasar.jpg,Greg,Greg,Gregorio,Casar,Casar,Casar,,,,Greg,,C001131,N00049855,H2TX35144,TX,Representative,Democrat,House,119,1/3/23,5/4/89,36,fecid,,1989,,32,"2 years, 8 months",2.67
ECase.jpg,Ed,Ed,Edward,Case,Case,Case,,E.,,Ed,,C001055,N00025882,H2HI02128,HI,Representative,Democrat,House,119,1/3/19,9/27/52,73,fecid,,1952,,80,"6 years, 8 months",6.67
BCassidy.jpg,Bill,Bill,,Cassidy,Cassidy,,,,,,,C001075,,,LA,Senator,Republican,Senate,119,1/3/15,9/28/57,68,,,1957,,128,"10 years, 8 months",10.67
SCasten.jpg,Sean,Sean,Sean,Casten,Casten,Casten,,,,,,C001117,N00041338,H8IL06139,IL,Representative,Democrat,House,119,1/3/19,11/23/71,53,fecid,,1971,,80,"6 years, 8 months",6.67
KCastor.jpg,Kathy,Kathy,Katherine,Castor,Castor,Castor,,Anne,,Kathy,,C001066,N00027514,H6FL11126,FL,Representative,Democrat,House,119,1/3/07,8/20/66,59,fecid,,1966,,224,"18 years, 8 months",18.67
JCastro.jpg,Joaquin,Joaquin,Joaquin,Castro,Castro,Castro,,,,,,C001091,N00033316,H2TX35011,TX,Representative,Democrat,House,119,1/3/13,9/16/74,51,fecid,,1974,,152,"12 years, 8 months",12.67
SCMcCormick.jpg,Sheila,Sheila,Sheila,Cherfilus-McCormick,Cherfilus-McCormick,Cherfilus-McCormick,,,,,,C001127,N00043504,H8FL20032,FL,Representative,Democrat,House,119,1/18/22,1/25/79,46,fecid,,1979,,44,"3 years, 8 months",3.67
JChu.jpg,Judy,Judy,Judy,Chu,Chu,Chu,,,,,,C001080,N00030600,H0CA32101,CA,Representative,Democrat,House,119,7/14/09,7/7/53,72,fecid,,1953,,194,"16 years, 2 months",16.17
JCiscomani.jpg,Juan,Juan,Juan,Ciscomani,Ciscomani,Ciscomani,,,,,,C001133,N00049039,H2AZ02360,AZ,Representative,Republican,House,119,1/3/23,8/31/82,43,fecid,,1982,,32,"2 years, 8 months",2.67
GCisneros.jpg,Gilbert,Gil,Gilbert,Cisneros,Cisneros,Cisneros,Ray,,,Gil,,C001123,,H4CA31170,CA,Representative,Democrat,House,119,1/3/25,2/12/71,54,slug,,1971,,8,8 months,0.67
KClark.jpg,Katherine,Katherine,Katherine,Clark,Clark,Clark,M.,M.,,,,C001101,N00035278,H4MA05084,MA,Representative,Democrat,House,119,12/12/13,7/17/63,62,fecid,,1963,,141,"11 years, 9 months",11.75
YClarke.jpg,Yvette,Yvette,Yvette,Clarke,Clarke,Clarke,D.,D.,,,,C001067,N00026961,H4NY11138,NY,Representative,Democrat,House,119,1/3/07,11/21/64,60,fecid,,1964,,224,"18 years, 8 months",18.67
ECleaver.jpg,Emanuel,Emanuel,Emanuel,Cleaver,Cleaver,Cleaver,,,,,II,C001061,N00026790,H4MO05234,MO,Representative,Democrat,House,119,1/3/05,10/26/44,80,fecid,,1944,,248,"20 years, 8 months",20.67
BCline.jpg,Ben,Benjamin,Benjamin,Cline,Cline,Cline,,Lee,,Ben,,C001118,N00042296,H8VA06104,VA,Representative,Republican,House,119,1/3/19,2/29/72,53,fecid,,1972,,80,"6 years, 8 months",6.67
MCloud.jpg,Michael,Michael,Michael,Cloud,Cloud,Cloud,,J.,,,,C001115,N00041882,H8TX27049,TX,Representative,Republican,House,119,7/10/18,5/13/75,50,fecid,,1975,,86,"7 years, 2 months",7.17
JClyburn.jpg,James,James,James,Clyburn,Clyburn,Clyburn,E.,Enos,,Jim,,C000537,,H2SC02042,SC,Representative,Democrat,House,119,1/3/93,7/21/40,85,slug,,1940,,392,"32 years, 8 months",32.67
AClyde.jpg,Andrew,Andrew,Andrew,Clyde,Clyde,Clyde,S.,,,,,C001116,N00046654,H0GA09246,GA,Representative,Republican,House,119,1/3/21,11/22/63,61,fecid,,1963,,56,"4 years, 8 months",4.67
SCohen.jpg,Steve,Stephen,Stephen,Cohen,Cohen,Cohen,,Ira,,Steve,,C001068,N00003225,H6TN09068,TN,Representative,Democrat,House,119,1/3/07,5/24/49,76,fecid,,1949,,224,"18 years, 8 months",18.67
TCole.jpg,Tom,Tom,Thomas,Cole,Cole,Cole,,Jeffery,,Tom,,C001053,N00025726,H2OK04055,OK,Representative,Republican,House,119,1/3/03,4/28/49,76,fecid,,1949,,272,"22 years, 8 months",22.67
MCollins.jpg,Mike,Mike,,Collins,Collins,,,,,,,C001129,N00035370,H4GA10071,GA,Representative,Republican,House,119,1/3/23,7/2/67,58,,,1967,,32,"2 years, 8 months",2.67
SCollins.jpg,Susan,Susan,Susan,Collins,Collins,Collins,M.,Margaret,,,,C001035,,S6ME00159,ME,Senator,Republican,Senate,119,1/3/97,12/7/52,72,slug,,1952,,344,"28 years, 8 months",28.67
JComer.jpg,James,James,James,Comer,Comer,Comer,,R.,,,,C001108,N00038260,H6KY01110,KY,Representative,Republican,House,119,11/8/16,8/19/72,53,fecid,,1972,,106,"8 years, 10 months",8.83
HConaway.jpg,Herbert,Herbert,,Conaway,Conaway,,C.,,Herb,,,C001136,,,NJ,Representative,Democrat,House,119,1/3/25,1/30/63,62,,,1963,,8,8 months,0.67
GConnolly.jpg,Gerald,Gerald,,Connolly,Connolly,,E.,,,,,C001078,,,VA,Representative,Democrat,House,119,,,,,,1950,2025,,,
CCoons.jpg,Christopher,Christopher,Christopher,Coons,Coons,Coons,A.,A.,,Chris,,C001088,,S0DE00092,DE,Senator,Democrat,Senate,119,11/15/10,9/9/63,62,slug,,1963,,178,"14 years, 10 months",14.83
JCornyn.jpg,John,John,John,Cornyn,Cornyn,Cornyn,,,,,,C001056,,S2TX00106,TX,Senator,Republican,Senate,119,12/2/02,2/2/52,73,slug,,1952,,273,"22 years, 9 months",22.75
JCorrea.jpg,J. Luis,Jose,,Correa,Correa,,,,,,,C001110,,,CA,Representative,Democrat,House,119,1/3/17,1/24/58,67,,,1958,,104,"8 years, 8 months",8.67
CCMasto.jpg,Catherine,Catherine,Catherine,Cortez Masto,Cortez Masto,Cortez Masto,,Marie,,,,C001113,N00037161,S6NV00200,NV,Senator,Democrat,Senate,119,1/3/17,3/29/64,61,slug,,1964,,104,"8 years, 8 months",8.67
JCosta.jpg,Jim,Jim,Jim,Costa,Costa,Costa,,,,,,C001059,N00026341,H4CA20082,CA,Representative,Democrat,House,119,1/3/05,4/13/52,73,fecid,,1952,,248,"20 years, 8 months",20.67
TCotton.jpg,Tom,Tom,,Cotton,Cotton,,,,,,,C001095,,,AR,Senator,Republican,Senate,119,1/3/15,5/13/77,48,,,1977,,128,"10 years, 8 months",10.67
JCourtney.jpg,Joe,Joe,Joseph,Courtney,Courtney,Courtney,,D.,,Joe,,C001069,N00024842,H2CT02112,CT,Representative,Democrat,House,119,1/3/07,4/6/53,72,fecid,,1953,,224,"18 years, 8 months",18.67
ACraig.jpg,Angie,Angela,,Craig,Craig,,,,,,,C001119,N00037039,H6MN02131,CT,Representative,Democratic,House,119,1/3/19,2/14/72,53,,,1972,,80,"6 years, 8 months",6.67
KCramer.jpg,Kevin,Kevin,Kevin,Cramer,Cramer,Cramer,,,,,,C001096,,,ND,Senator,Republican,Senate,119,1/3/19,1/21/61,64,slug,,1961,,80,"6 years, 8 months",6.67
ECrane.jpg,Elijah,Eli,,Crane,Crane,,,,,,,C001132,,,AZ,Representative,Republican,House,119,1/3/23,1/3/80,45,,,1980,,32,"2 years, 8 months",2.67
JCrank.jpg,Jeff,Jeff,,Crank,Crank,,,,,,,C001137,,,CO,Representative,Republican,House,119,1/3/25,1/28/67,58,,,1967,,8,8 months,0.67
MCrapo.jpg,Mike,Michael,,Crapo,Crapo,,,,,,,C000880,N00006267,S8ID00027,ID,Senator,Republican,Senate,119,1/3/99,5/20/51,74,,,1951,,320,"26 years, 8 months",26.67
ECrawford.jpg,Eric,Rick,Eric,Crawford,Crawford,Crawford,A.,Alan,Rick,Rick,,C001087,,H0AR01083,AR,Representative,Republican,House,119,1/3/11,1/22/66,59,slug,,1966,,176,"14 years, 8 months",14.67
DCrenshaw.jpg,Dan,Daniel,Daniel,Crenshaw,Crenshaw,Crenshaw,,,,Dan,,C001120,N00042224,H8TX02166,TX,Representative,Republican,House,119,1/3/19,3/14/84,41,fecid,,1984,,80,"6 years, 8 months",6.67
JCrockett.jpg,Jasmine,Jasmine,Jasmine,Crockett,Crockett,Crockett,,Felicia,,,,C001130,N00049840,H2TX30178,TX,Representative,Democrat,House,119,1/3/23,3/29/81,44,fecid,,1981,,32,"2 years, 8 months",2.67
JCrow.jpg,Jason,Jason,Jason,Crow,Crow,Crow,,,,,,C001121,N00040876,H8CO06229,CO,Representative,Democrat,House,119,1/3/19,3/15/79,46,fecid,,1979,,80,"6 years, 8 months",6.67
TCruz.jpg,Ted,Rafael,,Cruz,Cruz,,,,,,,C001098,,,TX,Senator,Republican,Senate,119,,12/22/70,54,,,1970,,,,
HCuellar.jpg,Henry,Henry,Henry,Cuellar,Cuellar,Cuellar,,R.,,,,C001063,N00024978,H2TX23082,TX,Representative,Democrat,House,119,1/3/05,9/19/55,70,fecid,,1955,,248,"20 years, 8 months",20.67
JCurtis.jpg,John,John,John,Curtis,Curtis,Curtis,R.,R.,,,,C001114,N00041221,H8UT03238,UT,Senator,Republican,Senate,119,1/3/25,5/10/60,65,slug,,1960,,8,8 months,0.67
SDaines.jpg,Steve,Steve,,Daines,Daines,,,,,,,D000618,,,MT,Senator,Republican,Senate,119,1/3/15,8/20/62,63,,,1962,,128,"10 years, 8 months",10.67
SDavids.jpg,Sharice,Sharice,Sharice,Davids,Davids,Davids,,L.,,,,D000629,N00042626,H8KS03155,KS,Representative,Democrat,House,119,1/3/19,5/22/80,45,fecid,,1980,,80,"6 years, 8 months",6.67
WDavidson.jpg,Warren,Warren,Warren,Davidson,Davidson,Davidson,,,,,,D000626,N00038767,H6OH08315,OH,Representative,Republican,House,119,6/9/16,3/1/70,55,fecid,,1970,,111,"9 years, 3 months",9.25
DKDavis.jpg,Danny,Danny,Danny,Davis,Davis,Davis,K.,K.,,,,D000096,,,IL,Representative,Democrat,House,119,1/3/97,9/6/41,84,slug,,1941,,344,"28 years, 8 months",28.67
DGDavis.jpg,Donald,Don,Donald,Davis,Davis,Davis,G.,Gene,,Don,,D000230,,H2NC02287,NC,Representative,Democratic,House,119,1/3/23,8/29/71,54,slug,,1971,,32,"2 years, 8 months",2.67
MDeLaCruz.jpg,Monica,Monica,Monica,De La Cruz,De La Cruz,De La Cruz-Hernandez,,,,,,D000594,N00045793,H0TX15124,TX,Representative,Republican,House,119,1/3/23,11/11/74,50,fecid,,1974,,32,"2 years, 8 months",2.67
MDean.jpg,Madeleine,Madeleine,Madeleine,Dean,Dean,Dean Cunnane,,,,,,D000631,N00042894,H8PA04116,PA,Representative,Democrat,House,119,1/3/19,6/6/59,66,fecid,,1959,,80,"6 years, 8 months",6.67
DDeGette.jpg,Diana,Diana,Diana,DeGette,DeGette,DeGette,,L.,,,,D000197,N00006134,H6CO01141,CO,Representative,Democrat,House,119,1/3/97,7/29/57,68,fecid,,1957,,344,"28 years, 8 months",28.67
RDeLauro.jpg,Rosa,Rosa,Rosa,DeLauro,Delauro,DeLauro,L.,L.,,,,D000216,N00000615,H0CT03072,CT,Representative,Democrat,House,119,1/3/91,3/2/43,82,fecid,,1943,,416,"34 years, 8 months",34.67
SDelBene.jpg,Suzan,Suzan,Suzan,DelBene,Delbene,DelBene,K.,Kay,,,,D000617,N00030693,H0WA08046,WA,Representative,Democrat,House,119,11/13/12,2/17/62,63,fecid,,1962,,154,"12 years, 10 months",12.83
CDeluzio.jpg,Christopher,Chris,Christopher,Deluzio,Deluzio,Deluzio,R.,R.,,Chris,,D000530,N00049160,H2PA17103,PA,Representative,Democrat,House,119,1/3/23,7/13/84,41,fecid,,1984,,32,"2 years, 8 months",2.67
MDeSaulnier.jpg,Mark,Mark,Mark,DeSaulnier,Desaulnier,DeSaulnier,,,,,,D000623,N00030709,H0CA10073,CA,Representative,Democrat,House,119,1/3/15,3/31/52,73,fecid,,1952,,128,"10 years, 8 months",10.67
SDesJarlais.jpg,Scott,Scott,Scott,DesJarlais,Desjarlais,DesJarlais,,Eugene,,,,D000616,N00030957,H0TN04195,TN,Representative,Republican,House,119,1/3/11,2/21/64,61,fecid,,1964,,176,"14 years, 8 months",14.67
MDexter.jpg,Maxine,Maxine,Maxine,Dexter,Dexter,Dexter,,E.,,,,D000635,,H4OR03192,OR,Representative,Democrat,House,119,1/3/25,12/5/72,52,slug,,1972,,8,8 months,0.67
