filename,first_name,last_name,title,state,party,terms,nananame,,cid,feccandid
MAlford.jpg,Mark,Alford,Representative,Missouri,Republican,House: 2023-Present,"Alford, Mark - Representative",,N00049617,H2MO04207
MAlford1.jpg,Mark,Alford,Representative,Missouri,Republican,House: 2023-Present,"Alford, Mark - Representative",,N00049617,H2MO04207
MAlford2.jpg,Mark,Alford,Representative,Missouri,Republican,House: 2023-Present,"Alford, Mark - Representative",,N00049617,H2MO04207
MAlford3.jpg,Mark,Alford,Representative,Missouri,Republican,House: 2023-Present,"Alford, Mark - Representative",,N00049617,H2MO04207
MAlford4.jpg,Mark,Alford,Representative,Missouri,Republican,House: 2023-Present,"Alford, Mark - Representative",,N00049617,H2MO04207
RAllen.jpg,Rick W.,Allen,Representative,Georgia,Republican,House: 2015-Present,"Allen, Rick W. - Representative",,,
RAllen1.jpg,Rick W.,Allen,Representative,Georgia,Republican,House: 2015-Present,"Allen, Rick W. - Representative",,,
RAllen2.jpg,Rick W.,Allen,Representative,Georgia,Republican,House: 2015-Present,"Allen, Rick W. - Representative",,,
RAllen3.jpg,Rick W.,Allen,Representative,Georgia,Republican,House: 2015-Present,"Allen, Rick W. - Representative",,,
RAllen4.jpg,Rick W.,Allen,Representative,Georgia,Republican,House: 2015-Present,"Allen, Rick W. - Representative",,,
AAlsobrooks.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,"Alsobrooks, Angela D. - Senator",,,
AAlsobrooks1.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,"Alsobrooks, Angela D. - Senator",,,
AAlsobrooks2.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,"Alsobrooks, Angela D. - Senator",,,
AAlsobrooks3.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,"Alsobrooks, Angela D. - Senator",,,
AAlsobrooks4.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,"Alsobrooks, Angela D. - Senator",,,
GAmo.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,"Amo, Gabe - Representative",,,
GAmo1.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,"Amo, Gabe - Representative",,,
GAmo2.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,"Amo, Gabe - Representative",,,
GAmo3.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,"Amo, Gabe - Representative",,,
GAmo4.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,"Amo, Gabe - Representative",,,
MAmodei.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,"Amodei, Mark E. - Representative",,,
MAmodei1.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,"Amodei, Mark E. - Representative",,,
MAmodei2.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,"Amodei, Mark E. - Representative",,,
MAmodei3.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,"Amodei, Mark E. - Representative",,,
MAmodei4.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,"Amodei, Mark E. - Representative",,,
YAnsari.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,"Ansari, Yassamin - Representative",,,
YAnsari1.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,"Ansari, Yassamin - Representative",,,
YAnsari2.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,"Ansari, Yassamin - Representative",,,
YAnsari3.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,"Ansari, Yassamin - Representative",,,
YAnsari4.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,"Ansari, Yassamin - Representative",,,
JArrington.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,"Arrington, Jodey C. - Representative",,,
JArrington1.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,"Arrington, Jodey C. - Representative",,,
JArrington2.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,"Arrington, Jodey C. - Representative",,,
JArrington3.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,"Arrington, Jodey C. - Representative",,,
JArrington4.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,"Arrington, Jodey C. - Representative",,,
JAuchincloss.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,"Auchincloss, Jake - Representative",,N00045506,H0MA04192
JAuchincloss1.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,"Auchincloss, Jake - Representative",,N00045506,H0MA04192
JAuchincloss2.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,"Auchincloss, Jake - Representative",,N00045506,H0MA04192
JAuchincloss3.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,"Auchincloss, Jake - Representative",,N00045506,H0MA04192
JAuchincloss4.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,"Auchincloss, Jake - Representative",,N00045506,H0MA04192
BBabin.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,"Babin, Brian - Representative",,N00005736,H6TX02079
BBabin1.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,"Babin, Brian - Representative",,N00005736,H6TX02079
BBabin2.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,"Babin, Brian - Representative",,N00005736,H6TX02079
BBabin3.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,"Babin, Brian - Representative",,N00005736,H6TX02079
BBabin4.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,"Babin, Brian - Representative",,N00005736,H6TX02079
DBacon.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,"Bacon, Don - Representative",,,
DBacon1.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,"Bacon, Don - Representative",,,
DBacon2.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,"Bacon, Don - Representative",,,
DBacon3.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,"Bacon, Don - Representative",,,
DBacon4.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,"Bacon, Don - Representative",,,
JBaird.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,"Baird, James R. - Representative",,,
JBaird1.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,"Baird, James R. - Representative",,,
JBaird2.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,"Baird, James R. - Representative",,,
JBaird3.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,"Baird, James R. - Representative",,,
JBaird4.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,"Baird, James R. - Representative",,,
TBalderson.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,"Balderson, Troy - Representative",,N00042194,H8OH12180
TBalderson1.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,"Balderson, Troy - Representative",,N00042194,H8OH12180
TBalderson2.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,"Balderson, Troy - Representative",,N00042194,H8OH12180
TBalderson3.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,"Balderson, Troy - Representative",,N00042194,H8OH12180
TBalderson4.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,"Balderson, Troy - Representative",,N00042194,H8OH12180
TBaldwin.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,"Baldwin, Tammy - Senator",,,
TBaldwin1.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,"Baldwin, Tammy - Senator",,,
TBaldwin2.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,"Baldwin, Tammy - Senator",,,
TBaldwin3.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,"Baldwin, Tammy - Senator",,,
TBaldwin4.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,"Baldwin, Tammy - Senator",,,
BBalint.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,"Balint, Becca - Representative",,N00049900,H2VT01076
BBalint1.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,"Balint, Becca - Representative",,N00049900,H2VT01076
BBalint2.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,"Balint, Becca - Representative",,N00049900,H2VT01076
BBalint3.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,"Balint, Becca - Representative",,N00049900,H2VT01076
BBalint4.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,"Balint, Becca - Representative",,N00049900,H2VT01076
JBanks.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,"Banks, Jim - Senator",,N00037185,H6IN03229
JBanks1.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,"Banks, Jim - Senator",,N00037185,H6IN03229
JBanks2.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,"Banks, Jim - Senator",,N00037185,H6IN03229
JBanks3.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,"Banks, Jim - Senator",,N00037185,H6IN03229
JBanks4.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,"Banks, Jim - Senator",,N00037185,H6IN03229
ABarr.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,"Barr, Andy - Representative",,N00031233,H0KY06104
ABarr1.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,"Barr, Andy - Representative",,N00031233,H0KY06104
ABarr2.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,"Barr, Andy - Representative",,N00031233,H0KY06104
ABarr3.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,"Barr, Andy - Representative",,N00031233,H0KY06104
ABarr4.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,"Barr, Andy - Representative",,N00031233,H0KY06104
NBarragan.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,"Barragán, Nanette Diaz - Representative",,,
NBarragan1.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,"Barragán, Nanette Diaz - Representative",,,
NBarragan2.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,"Barragán, Nanette Diaz - Representative",,,
NBarragan3.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,"Barragán, Nanette Diaz - Representative",,,
NBarragan4.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,"Barragán, Nanette Diaz - Representative",,,
JBarrasso.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,"Barrasso, John - Senator",,,
JBarrasso1.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,"Barrasso, John - Senator",,,
JBarrasso2.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,"Barrasso, John - Senator",,,
JBarrasso3.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,"Barrasso, John - Senator",,,
JBarrasso4.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,"Barrasso, John - Senator",,,
TBarrett.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,"Barrett, Tom - Representative",,N00049596,H2MI07123
TBarrett1.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,"Barrett, Tom - Representative",,N00049596,H2MI07123
TBarrett2.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,"Barrett, Tom - Representative",,N00049596,H2MI07123
TBarrett3.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,"Barrett, Tom - Representative",,N00049596,H2MI07123
TBarrett4.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,"Barrett, Tom - Representative",,N00049596,H2MI07123
MBaumgartner.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,"Baumgartner, Michael - Representative",,,
MBaumgartner1.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,"Baumgartner, Michael - Representative",,,
MBaumgartner2.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,"Baumgartner, Michael - Representative",,,
MBaumgartner3.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,"Baumgartner, Michael - Representative",,,
MBaumgartner4.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,"Baumgartner, Michael - Representative",,,
ABean.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,"Bean, Aaron - Representative",,N00051369,H2FL04211
ABean1.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,"Bean, Aaron - Representative",,N00051369,H2FL04211
ABean2.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,"Bean, Aaron - Representative",,N00051369,H2FL04211
ABean3.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,"Bean, Aaron - Representative",,N00051369,H2FL04211
ABean4.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,"Bean, Aaron - Representative",,N00051369,H2FL04211
JBeatty.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,N00033904,H2OH03125
JBeatty1.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,N00033904,H2OH03125
JBeatty2.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,N00033904,H2OH03125
JBeatty3.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,N00033904,H2OH03125
JBeatty4.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,N00033904,H2OH03125
NBegich.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,,
NBegich1.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,,
NBegich2.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,,
NBegich3.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,,
NBegich4.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,,
WBell.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,,
WBell1.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,,
WBell2.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,,
WBell3.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,,
WBell4.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,,
MBennet.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,,
MBennet1.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,,
MBennet2.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,,
MBennet3.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,,
MBennet4.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,,
CBentz.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,N00045773,H0OR02127
CBentz1.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,N00045773,H0OR02127
CBentz2.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,N00045773,H0OR02127
CBentz3.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,N00045773,H0OR02127
CBentz4.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,N00045773,H0OR02127
ABera.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,N00030717,H0CA03078
ABera1.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,N00030717,H0CA03078
ABera2.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,N00030717,H0CA03078
ABera3.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,N00030717,H0CA03078
ABera4.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,N00030717,H0CA03078
JBergman.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,,
JBergman1.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,,
JBergman2.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,,
JBergman3.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,,
JBergman4.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,,
DBeyer.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,,
DBeyer1.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,,
DBeyer2.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,,
DBeyer3.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,,
DBeyer4.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,,
SBice.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,,
SBice1.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,,
SBice2.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,,
SBice3.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,,
SBice4.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,,
ABiggs.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,N00039293,H6AZ05083
SBiggs.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,,
ABiggs1.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,N00039293,H6AZ05083
SBiggs1.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,,
ABiggs2.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,N00039293,H6AZ05083
SBiggs2.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,,
ABiggs3.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,N00039293,H6AZ05083
SBiggs3.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,,
ABiggs4.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,N00039293,H6AZ05083
SBiggs4.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,,
GBilirakis.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,,
GBilirakis1.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,,
GBilirakis2.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,,
GBilirakis3.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,,
GBilirakis4.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,,
SBishop.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,,
SBishop1.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,,
SBishop2.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,,
SBishop3.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,,
SBishop4.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,,
MBlackburn.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,,
MBlackburn1.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,,
MBlackburn2.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,,
MBlackburn3.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,,
MBlackburn4.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,,
RBlumenthal.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,N00031685,S0CT00177
RBlumenthal1.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,N00031685,S0CT00177
RBlumenthal2.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,N00031685,S0CT00177
RBlumenthal3.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,N00031685,S0CT00177
RBlumenthal4.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,N00031685,S0CT00177
LBlunt Rochester.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,,
LBlunt Rochester1.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,,
LBlunt Rochester2.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,,
LBlunt Rochester3.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,,
LBlunt Rochester4.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,,
LBoebert.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,N00045974,H0CO03165
LBoebert1.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,N00045974,H0CO03165
LBoebert2.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,N00045974,H0CO03165
LBoebert3.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,N00045974,H0CO03165
LBoebert4.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,N00045974,H0CO03165
SBonamici.jpg,Suzanne,Bonamici,Representative,Oregon,Democratic,House: 2012-Present,"Bonamici, Suzanne - Representative",,N00033474,H2OR01133
SBonamici1.jpg,Suzanne,Bonamici,Representative,Oregon,Democratic,House: 2012-Present,"Bonamici, Suzanne - Representative",,N00033474,H2OR01133
SBonamici2.jpg,Suzanne,Bonamici,Representative,Oregon,Democratic,House: 2012-Present,"Bonamici, Suzanne - Representative",,N00033474,H2OR01133
