filename,first_name,last_name,title,state,party,terms,nananame,,cid,feccandid,slug_url
AAlsobrooks3.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,angela-d-alsobrooks,,,,
AAlsobrooks4.jpg,Angela D.,Alsobrooks,Senator,Maryland,Democratic,Senate: 2025-Present,angela-d-alsobrooks,,,,
GAmo.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,gabe-amo,,,,
GAmo1.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,gabe-amo,,,,
GAmo2.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,gabe-amo,,,,
GAmo3.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,gabe-amo,,,,
GAmo4.jpg,Gabe,Amo,Representative,Rhode Island,Democratic,House: 2023-Present,gabe-amo,,,,
MAmodei.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,mark-e-amodei,,,,
MAmodei1.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,mark-e-amodei,,,,
MAmodei2.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,mark-e-amodei,,,,
MAmodei3.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,mark-e-amodei,,,,
MAmodei4.jpg,Mark E.,Amodei,Representative,Nevada,Republican,House: 2011-Present,mark-e-amodei,,,,
YAnsari.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,yassamin-ansari,,,,
YAnsari1.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,yassamin-ansari,,,,
YAnsari2.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,yassamin-ansari,,,,
YAnsari3.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,yassamin-ansari,,,,
YAnsari4.jpg,Yassamin,Ansari,Representative,Arizona,Democratic,House: 2025-Present,yassamin-ansari,,,,
JArrington.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,jodey-c-arrington,,,,
JArrington1.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,jodey-c-arrington,,,,
JArrington2.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,jodey-c-arrington,,,,
JArrington3.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,jodey-c-arrington,,,,
JArrington4.jpg,Jodey C.,Arrington,Representative,Texas,Republican,House: 2017-Present,jodey-c-arrington,,,,
JAuchincloss.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,jake-auchincloss,,N00045506,H0MA04192,https://www.opensecrets.org/members-of-congress/jake-auchincloss/summary?cid=N00045506
JAuchincloss1.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,jake-auchincloss,,N00045506,H0MA04192,https://www.opensecrets.org/members-of-congress/jake-auchincloss/summary?cid=N00045506
JAuchincloss2.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,jake-auchincloss,,N00045506,H0MA04192,https://www.opensecrets.org/members-of-congress/jake-auchincloss/summary?cid=N00045506
JAuchincloss3.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,jake-auchincloss,,N00045506,H0MA04192,https://www.opensecrets.org/members-of-congress/jake-auchincloss/summary?cid=N00045506
JAuchincloss4.jpg,Jake,Auchincloss,Representative,Massachusetts,Democratic,House: 2021-Present,jake-auchincloss,,N00045506,H0MA04192,https://www.opensecrets.org/members-of-congress/jake-auchincloss/summary?cid=N00045506
BBabin.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,brian-babin,,N00005736,H6TX02079,https://www.opensecrets.org/members-of-congress/brian-babin/summary?cid=N00005736
BBabin1.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,brian-babin,,N00005736,H6TX02079,https://www.opensecrets.org/members-of-congress/brian-babin/summary?cid=N00005736
BBabin2.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,brian-babin,,N00005736,H6TX02079,https://www.opensecrets.org/members-of-congress/brian-babin/summary?cid=N00005736
BBabin3.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,brian-babin,,N00005736,H6TX02079,https://www.opensecrets.org/members-of-congress/brian-babin/summary?cid=N00005736
BBabin4.jpg,Brian,Babin,Representative,Texas,Republican,House: 2015-Present,brian-babin,,N00005736,H6TX02079,https://www.opensecrets.org/members-of-congress/brian-babin/summary?cid=N00005736
DBacon.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,don-bacon,,,,
DBacon1.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,don-bacon,,,,
DBacon2.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,don-bacon,,,,
DBacon3.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,don-bacon,,,,
DBacon4.jpg,Don,Bacon,Representative,Nebraska,Republican,House: 2017-Present,don-bacon,,,,
JBaird.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,james-r-baird,,,,
JBaird1.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,james-r-baird,,,,
JBaird2.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,james-r-baird,,,,
JBaird3.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,james-r-baird,,,,
JBaird4.jpg,James R.,Baird,Representative,Indiana,Republican,House: 2019-Present,james-r-baird,,,,
TBalderson.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,troy-balderson,,N00042194,H8OH12180,https://www.opensecrets.org/members-of-congress/troy-balderson/summary?cid=N00042194
TBalderson1.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,troy-balderson,,N00042194,H8OH12180,https://www.opensecrets.org/members-of-congress/troy-balderson/summary?cid=N00042194
TBalderson2.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,troy-balderson,,N00042194,H8OH12180,https://www.opensecrets.org/members-of-congress/troy-balderson/summary?cid=N00042194
TBalderson3.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,troy-balderson,,N00042194,H8OH12180,https://www.opensecrets.org/members-of-congress/troy-balderson/summary?cid=N00042194
TBalderson4.jpg,Troy,Balderson,Representative,Ohio,Republican,House: 2018-Present,troy-balderson,,N00042194,H8OH12180,https://www.opensecrets.org/members-of-congress/troy-balderson/summary?cid=N00042194
TBaldwin.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,tammy-baldwin,,,,
TBaldwin1.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,tammy-baldwin,,,,
TBaldwin2.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,tammy-baldwin,,,,
TBaldwin3.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,tammy-baldwin,,,,
TBaldwin4.jpg,Tammy,Baldwin,Senator,Wisconsin,Democratic,Senate: 2013-Present | House: 1999-2013,tammy-baldwin,,,,
BBalint.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,becca-balint,,N00049900,H2VT01076,https://www.opensecrets.org/members-of-congress/becca-balint/summary?cid=N00049900
BBalint1.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,becca-balint,,N00049900,H2VT01076,https://www.opensecrets.org/members-of-congress/becca-balint/summary?cid=N00049900
BBalint2.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,becca-balint,,N00049900,H2VT01076,https://www.opensecrets.org/members-of-congress/becca-balint/summary?cid=N00049900
BBalint3.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,becca-balint,,N00049900,H2VT01076,https://www.opensecrets.org/members-of-congress/becca-balint/summary?cid=N00049900
BBalint4.jpg,Becca,Balint,Representative,Vermont,Democratic,House: 2023-Present,becca-balint,,N00049900,H2VT01076,https://www.opensecrets.org/members-of-congress/becca-balint/summary?cid=N00049900
JBanks.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,jim-banks,,N00037185,H6IN03229,https://www.opensecrets.org/members-of-congress/jim-banks/summary?cid=N00037185
JBanks1.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,jim-banks,,N00037185,H6IN03229,https://www.opensecrets.org/members-of-congress/jim-banks/summary?cid=N00037185
JBanks2.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,jim-banks,,N00037185,H6IN03229,https://www.opensecrets.org/members-of-congress/jim-banks/summary?cid=N00037185
JBanks3.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,jim-banks,,N00037185,H6IN03229,https://www.opensecrets.org/members-of-congress/jim-banks/summary?cid=N00037185
JBanks4.jpg,Jim,Banks,Senator,Indiana,Republican,Senate: 2025-Present | House: 2017-2025,jim-banks,,N00037185,H6IN03229,https://www.opensecrets.org/members-of-congress/jim-banks/summary?cid=N00037185
ABarr.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,andy-barr,,N00031233,H0KY06104,https://www.opensecrets.org/members-of-congress/andy-barr/summary?cid=N00031233
ABarr1.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,andy-barr,,N00031233,H0KY06104,https://www.opensecrets.org/members-of-congress/andy-barr/summary?cid=N00031233
ABarr2.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,andy-barr,,N00031233,H0KY06104,https://www.opensecrets.org/members-of-congress/andy-barr/summary?cid=N00031233
ABarr3.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,andy-barr,,N00031233,H0KY06104,https://www.opensecrets.org/members-of-congress/andy-barr/summary?cid=N00031233
ABarr4.jpg,Andy,Barr,Representative,Kentucky,Republican,House: 2013-Present,andy-barr,,N00031233,H0KY06104,https://www.opensecrets.org/members-of-congress/andy-barr/summary?cid=N00031233
NBarragan.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,nanette-diaz-barragn,,,,
NBarragan1.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,nanette-diaz-barragn,,,,
NBarragan2.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,nanette-diaz-barragn,,,,
NBarragan3.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,nanette-diaz-barragn,,,,
NBarragan4.jpg,Nanette Diaz,Barragán,Representative,California,Democratic,House: 2017-Present,nanette-diaz-barragn,,,,
JBarrasso.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,john-barrasso,,,,
JBarrasso1.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,john-barrasso,,,,
JBarrasso2.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,john-barrasso,,,,
JBarrasso3.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,john-barrasso,,,,
JBarrasso4.jpg,John,Barrasso,Senator,Wyoming,Republican,Senate: 2007-Present,john-barrasso,,,,
TBarrett.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,tom-barrett,,N00049596,H2MI07123,https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596
TBarrett1.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,tom-barrett,,N00049596,H2MI07123,https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596
TBarrett2.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,tom-barrett,,N00049596,H2MI07123,https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596
TBarrett3.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,tom-barrett,,N00049596,H2MI07123,https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596
TBarrett4.jpg,Tom,Barrett,Representative,Michigan,Republican,House: 2025-Present,tom-barrett,,N00049596,H2MI07123,https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596
MBaumgartner.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,michael-baumgartner,,,,
MBaumgartner1.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,michael-baumgartner,,,,
MBaumgartner2.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,michael-baumgartner,,,,
MBaumgartner3.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,michael-baumgartner,,,,
MBaumgartner4.jpg,Michael,Baumgartner,Representative,Washington,Republican,House: 2025-Present,michael-baumgartner,,,,
ABean.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,aaron-bean,,N00051369,H2FL04211,https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369
ABean1.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,aaron-bean,,N00051369,H2FL04211,https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369
ABean2.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,aaron-bean,,N00051369,H2FL04211,https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369
ABean3.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,aaron-bean,,N00051369,H2FL04211,https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369
ABean4.jpg,Aaron,Bean,Representative,Florida,Republican,House: 2023-Present,aaron-bean,,N00051369,H2FL04211,https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369
JBeatty.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,joyce-beatty,,N00033904,H2OH03125,https://www.opensecrets.org/members-of-congress/joyce-beatty/summary?cid=N00033904
JBeatty1.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,joyce-beatty,,N00033904,H2OH03125,https://www.opensecrets.org/members-of-congress/joyce-beatty/summary?cid=N00033904
JBeatty2.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,joyce-beatty,,N00033904,H2OH03125,https://www.opensecrets.org/members-of-congress/joyce-beatty/summary?cid=N00033904
JBeatty3.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,joyce-beatty,,N00033904,H2OH03125,https://www.opensecrets.org/members-of-congress/joyce-beatty/summary?cid=N00033904
JBeatty4.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,joyce-beatty,,N00033904,H2OH03125,https://www.opensecrets.org/members-of-congress/joyce-beatty/summary?cid=N00033904
NBegich.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,nicholas-j-begich,,,,
NBegich1.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,nicholas-j-begich,,,,
NBegich2.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,nicholas-j-begich,,,,
NBegich3.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,nicholas-j-begich,,,,
NBegich4.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,nicholas-j-begich,,,,
WBell.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,wesley-bell,,,,
WBell1.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,wesley-bell,,,,
WBell2.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,wesley-bell,,,,
WBell3.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,wesley-bell,,,,
WBell4.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,wesley-bell,,,,
MBennet.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,michael-f-bennet,,,,
MBennet1.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,michael-f-bennet,,,,
MBennet2.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,michael-f-bennet,,,,
MBennet3.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,michael-f-bennet,,,,
MBennet4.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,michael-f-bennet,,,,
CBentz.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,cliff-bentz,,N00045773,H0OR02127,https://www.opensecrets.org/members-of-congress/cliff-bentz/summary?cid=N00045773
CBentz1.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,cliff-bentz,,N00045773,H0OR02127,https://www.opensecrets.org/members-of-congress/cliff-bentz/summary?cid=N00045773
CBentz2.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,cliff-bentz,,N00045773,H0OR02127,https://www.opensecrets.org/members-of-congress/cliff-bentz/summary?cid=N00045773
CBentz3.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,cliff-bentz,,N00045773,H0OR02127,https://www.opensecrets.org/members-of-congress/cliff-bentz/summary?cid=N00045773
CBentz4.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,cliff-bentz,,N00045773,H0OR02127,https://www.opensecrets.org/members-of-congress/cliff-bentz/summary?cid=N00045773
ABera.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,ami-bera,,N00030717,H0CA03078,https://www.opensecrets.org/members-of-congress/ami-bera/summary?cid=N00030717
ABera1.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,ami-bera,,N00030717,H0CA03078,https://www.opensecrets.org/members-of-congress/ami-bera/summary?cid=N00030717
ABera2.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,ami-bera,,N00030717,H0CA03078,https://www.opensecrets.org/members-of-congress/ami-bera/summary?cid=N00030717
ABera3.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,ami-bera,,N00030717,H0CA03078,https://www.opensecrets.org/members-of-congress/ami-bera/summary?cid=N00030717
ABera4.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,ami-bera,,N00030717,H0CA03078,https://www.opensecrets.org/members-of-congress/ami-bera/summary?cid=N00030717
JBergman.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,jack-bergman,,,,
JBergman1.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,jack-bergman,,,,
JBergman2.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,jack-bergman,,,,
JBergman3.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,jack-bergman,,,,
JBergman4.jpg,Jack,Bergman,Representative,Michigan,Republican,House: 2017-Present,jack-bergman,,,,
DBeyer.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,donald-s-beyer,,,,
DBeyer1.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,donald-s-beyer,,,,
DBeyer2.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,donald-s-beyer,,,,
DBeyer3.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,donald-s-beyer,,,,
DBeyer4.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,donald-s-beyer,,,,
SBice.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,stephanie-i-bice,,,,
SBice1.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,stephanie-i-bice,,,,
SBice2.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,stephanie-i-bice,,,,
SBice3.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,stephanie-i-bice,,,,
SBice4.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,stephanie-i-bice,,,,
ABiggs.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,andy-biggs,,N00039293,H6AZ05083,https://www.opensecrets.org/members-of-congress/andy-biggs/summary?cid=N00039293
SBiggs.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,sheri-biggs,,,,
ABiggs1.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,andy-biggs,,N00039293,H6AZ05083,https://www.opensecrets.org/members-of-congress/andy-biggs/summary?cid=N00039293
SBiggs1.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,sheri-biggs,,,,
ABiggs2.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,andy-biggs,,N00039293,H6AZ05083,https://www.opensecrets.org/members-of-congress/andy-biggs/summary?cid=N00039293
SBiggs2.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,sheri-biggs,,,,
ABiggs3.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,andy-biggs,,N00039293,H6AZ05083,https://www.opensecrets.org/members-of-congress/andy-biggs/summary?cid=N00039293
SBiggs3.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,sheri-biggs,,,,
ABiggs4.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,andy-biggs,,N00039293,H6AZ05083,https://www.opensecrets.org/members-of-congress/andy-biggs/summary?cid=N00039293
SBiggs4.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,sheri-biggs,,,,
GBilirakis.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,gus-m-bilirakis,,,,
GBilirakis1.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,gus-m-bilirakis,,,,
GBilirakis2.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,gus-m-bilirakis,,,,
GBilirakis3.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,gus-m-bilirakis,,,,
GBilirakis4.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,gus-m-bilirakis,,,,
SBishop.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,sanford-d-bishop,,,,
SBishop1.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,sanford-d-bishop,,,,
SBishop2.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,sanford-d-bishop,,,,
SBishop3.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,sanford-d-bishop,,,,
SBishop4.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,sanford-d-bishop,,,,
MBlackburn.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,marsha-blackburn,,,,
MBlackburn1.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,marsha-blackburn,,,,
MBlackburn2.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,marsha-blackburn,,,,
MBlackburn3.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,marsha-blackburn,,,,
MBlackburn4.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,marsha-blackburn,,,,
