filename,first_name,first_name1,last_name,last_name1,middle_name,nick_name,bioguide_id,birth_year,death_year,position,state,party,congress_number,date_of_birth,age,assumed_office,tenure_months,tenure_years,tenure_pretty,chamber
MAlford.jpg,Mark,Mark,Alford,Alford,,,A000379,1963,,Representative,MO,Republican,119,1963-10-04,61,2023-01-03,32,2.67,"2 years, 8 months",House
MAlford1.jpg,Mark,Mark,Alford,Alford,,,A000379,1963,,Representative,MO,Republican,119,1963-10-04,61,2023-01-03,32,2.67,"2 years, 8 months",House
MAlford2.jpg,Mark,Mark,Alford,Alford,,,A000379,1963,,Representative,MO,Republican,119,1963-10-04,61,2023-01-03,32,2.67,"2 years, 8 months",House
MAlford3.jpg,Mark,Mark,Alford,Alford,,,A000379,1963,,Representative,MO,Republican,119,1963-10-04,61,2023-01-03,32,2.67,"2 years, 8 months",House
MAlford4.jpg,Mark,Mark,Alford,Alford,,,A000379,1963,,Representative,MO,Republican,119,1963-10-04,61,2023-01-03,32,2.67,"2 years, 8 months",House
RAllen.jpg,Rick,Rick,Allen,Allen,W.,,A000372,1951,,Representative,GA,Republican,119,1951-11-07,73,2015-01-03,128,10.67,"10 years, 8 months",House
RAllen1.jpg,Rick,Rick,Allen,Allen,W.,,A000372,1951,,Representative,GA,Republican,119,1951-11-07,73,2015-01-03,128,10.67,"10 years, 8 months",House
RAllen2.jpg,Rick,Rick,Allen,Allen,W.,,A000372,1951,,Representative,GA,Republican,119,1951-11-07,73,2015-01-03,128,10.67,"10 years, 8 months",House
RAllen3.jpg,Rick,Rick,Allen,Allen,W.,,A000372,1951,,Representative,GA,Republican,119,1951-11-07,73,2015-01-03,128,10.67,"10 years, 8 months",House
RAllen4.jpg,Rick,Rick,Allen,Allen,W.,,A000372,1951,,Representative,GA,Republican,119,1951-11-07,73,2015-01-03,128,10.67,"10 years, 8 months",House
AAlsobrooks.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,1971,,Senator,MD,Democrat,119,1971-02-23,54,2025-01-03,8,0.67,8 months,Senate
AAlsobrooks1.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,1971,,Senator,MD,Democrat,119,1971-02-23,54,2025-01-03,8,0.67,8 months,Senate
AAlsobrooks2.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,1971,,Senator,MD,Democrat,119,1971-02-23,54,2025-01-03,8,0.67,8 months,Senate
AAlsobrooks3.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,1971,,Senator,MD,Democrat,119,1971-02-23,54,2025-01-03,8,0.67,8 months,Senate
AAlsobrooks4.jpg,Angela,Angela,Alsobrooks,Alsobrooks,D.,,A000382,1971,,Senator,MD,Democrat,119,1971-02-23,54,2025-01-03,8,0.67,8 months,Senate
GAmo.jpg,Gabe,Gabe,Amo,Amo,,,A000380,1987,,Representative,RI,Democrat,119,1987-12-11,37,2023-11-13,22,1.83,"1 year, 10 months",House
GAmo1.jpg,Gabe,Gabe,Amo,Amo,,,A000380,1987,,Representative,RI,Democrat,119,1987-12-11,37,2023-11-13,22,1.83,"1 year, 10 months",House
GAmo2.jpg,Gabe,Gabe,Amo,Amo,,,A000380,1987,,Representative,RI,Democrat,119,1987-12-11,37,2023-11-13,22,1.83,"1 year, 10 months",House
GAmo3.jpg,Gabe,Gabe,Amo,Amo,,,A000380,1987,,Representative,RI,Democrat,119,1987-12-11,37,2023-11-13,22,1.83,"1 year, 10 months",House
GAmo4.jpg,Gabe,Gabe,Amo,Amo,,,A000380,1987,,Representative,RI,Democrat,119,1987-12-11,37,2023-11-13,22,1.83,"1 year, 10 months",House
MAmodei.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,1958,,Representative,NV,Republican,119,1958-06-12,67,2011-09-13,168,14.0,14 years,House
MAmodei1.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,1958,,Representative,NV,Republican,119,1958-06-12,67,2011-09-13,168,14.0,14 years,House
MAmodei2.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,1958,,Representative,NV,Republican,119,1958-06-12,67,2011-09-13,168,14.0,14 years,House
MAmodei3.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,1958,,Representative,NV,Republican,119,1958-06-12,67,2011-09-13,168,14.0,14 years,House
MAmodei4.jpg,Mark,Mark,Amodei,Amodei,E.,,A000369,1958,,Representative,NV,Republican,119,1958-06-12,67,2011-09-13,168,14.0,14 years,House
YAnsari.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,1992,,Representative,AZ,Democrat,119,1992-04-07,33,2025-01-03,8,0.67,8 months,House
YAnsari1.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,1992,,Representative,AZ,Democrat,119,1992-04-07,33,2025-01-03,8,0.67,8 months,House
YAnsari2.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,1992,,Representative,AZ,Democrat,119,1992-04-07,33,2025-01-03,8,0.67,8 months,House
YAnsari3.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,1992,,Representative,AZ,Democrat,119,1992-04-07,33,2025-01-03,8,0.67,8 months,House
YAnsari4.jpg,Yassamin,Yassamin,Ansari,Ansari,,,A000381,1992,,Representative,AZ,Democrat,119,1992-04-07,33,2025-01-03,8,0.67,8 months,House
JArrington.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,1972,,Representative,TX,Republican,119,1972-03-09,53,2017-01-03,104,8.67,"8 years, 8 months",House
JArrington1.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,1972,,Representative,TX,Republican,119,1972-03-09,53,2017-01-03,104,8.67,"8 years, 8 months",House
JArrington2.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,1972,,Representative,TX,Republican,119,1972-03-09,53,2017-01-03,104,8.67,"8 years, 8 months",House
JArrington3.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,1972,,Representative,TX,Republican,119,1972-03-09,53,2017-01-03,104,8.67,"8 years, 8 months",House
JArrington4.jpg,Jodey,Jodey,Arrington,Arrington,C.,,A000375,1972,,Representative,TX,Republican,119,1972-03-09,53,2017-01-03,104,8.67,"8 years, 8 months",House
JAuchincloss.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,1988,,Representative,MA,Democrat,119,1988-01-29,37,2021-01-03,56,4.67,"4 years, 8 months",House
JAuchincloss1.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,1988,,Representative,MA,Democrat,119,1988-01-29,37,2021-01-03,56,4.67,"4 years, 8 months",House
JAuchincloss2.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,1988,,Representative,MA,Democrat,119,1988-01-29,37,2021-01-03,56,4.67,"4 years, 8 months",House
JAuchincloss3.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,1988,,Representative,MA,Democrat,119,1988-01-29,37,2021-01-03,56,4.67,"4 years, 8 months",House
JAuchincloss4.jpg,Jake,Jake,Auchincloss,Auchincloss,,,A000148,1988,,Representative,MA,Democrat,119,1988-01-29,37,2021-01-03,56,4.67,"4 years, 8 months",House
BBabin.jpg,Brian,Brian,Babin,Babin,,,B001291,1948,,Representative,TX,Republican,119,1948-03-23,77,2015-01-03,128,10.67,"10 years, 8 months",House
BBabin1.jpg,Brian,Brian,Babin,Babin,,,B001291,1948,,Representative,TX,Republican,119,1948-03-23,77,2015-01-03,128,10.67,"10 years, 8 months",House
BBabin2.jpg,Brian,Brian,Babin,Babin,,,B001291,1948,,Representative,TX,Republican,119,1948-03-23,77,2015-01-03,128,10.67,"10 years, 8 months",House
BBabin3.jpg,Brian,Brian,Babin,Babin,,,B001291,1948,,Representative,TX,Republican,119,1948-03-23,77,2015-01-03,128,10.67,"10 years, 8 months",House
BBabin4.jpg,Brian,Brian,Babin,Babin,,,B001291,1948,,Representative,TX,Republican,119,1948-03-23,77,2015-01-03,128,10.67,"10 years, 8 months",House
DBacon.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,1963,,Representative,NE,Republican,119,,,,,,,
DBacon1.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,1963,,Representative,NE,Republican,119,,,,,,,
DBacon2.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,1963,,Representative,NE,Republican,119,,,,,,,
DBacon3.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,1963,,Representative,NE,Republican,119,,,,,,,
DBacon4.jpg,Don,Donald,Bacon,Bacon,J.,,B001298,1963,,Representative,NE,Republican,119,,,,,,,
JBaird.jpg,James,James,Baird,Baird,R.,,B001307,1945,,Representative,IN,Republican,119,1945-06-04,80,2019-01-03,80,6.67,"6 years, 8 months",House
JBaird1.jpg,James,James,Baird,Baird,R.,,B001307,1945,,Representative,IN,Republican,119,1945-06-04,80,2019-01-03,80,6.67,"6 years, 8 months",House
JBaird2.jpg,James,James,Baird,Baird,R.,,B001307,1945,,Representative,IN,Republican,119,1945-06-04,80,2019-01-03,80,6.67,"6 years, 8 months",House
JBaird3.jpg,James,James,Baird,Baird,R.,,B001307,1945,,Representative,IN,Republican,119,1945-06-04,80,2019-01-03,80,6.67,"6 years, 8 months",House
JBaird4.jpg,James,James,Baird,Baird,R.,,B001307,1945,,Representative,IN,Republican,119,1945-06-04,80,2019-01-03,80,6.67,"6 years, 8 months",House
TBalderson.jpg,Troy,Troy,Balderson,Balderson,,,B001306,1962,,Representative,OH,Republican,119,1962-01-16,63,2018-09-05,84,7.0,7 years,House
TBalderson1.jpg,Troy,Troy,Balderson,Balderson,,,B001306,1962,,Representative,OH,Republican,119,1962-01-16,63,2018-09-05,84,7.0,7 years,House
TBalderson2.jpg,Troy,Troy,Balderson,Balderson,,,B001306,1962,,Representative,OH,Republican,119,1962-01-16,63,2018-09-05,84,7.0,7 years,House
TBalderson3.jpg,Troy,Troy,Balderson,Balderson,,,B001306,1962,,Representative,OH,Republican,119,1962-01-16,63,2018-09-05,84,7.0,7 years,House
TBalderson4.jpg,Troy,Troy,Balderson,Balderson,,,B001306,1962,,Representative,OH,Republican,119,1962-01-16,63,2018-09-05,84,7.0,7 years,House
TBaldwin.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,1962,,Senator,WI,Democrat,119,1962-02-11,63,2013-01-03,152,12.67,"12 years, 8 months",Senate
TBaldwin1.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,1962,,Senator,WI,Democrat,119,1962-02-11,63,2013-01-03,152,12.67,"12 years, 8 months",Senate
TBaldwin2.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,1962,,Senator,WI,Democrat,119,1962-02-11,63,2013-01-03,152,12.67,"12 years, 8 months",Senate
TBaldwin3.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,1962,,Senator,WI,Democrat,119,1962-02-11,63,2013-01-03,152,12.67,"12 years, 8 months",Senate
TBaldwin4.jpg,Tammy,Tammy,Baldwin,Baldwin,,,B001230,1962,,Senator,WI,Democrat,119,1962-02-11,63,2013-01-03,152,12.67,"12 years, 8 months",Senate
BBalint.jpg,Becca,Becca,Balint,Balint,,,B001318,1968,,Representative,VT,Democrat,119,1968-05-04,57,2023-01-03,32,2.67,"2 years, 8 months",House
BBalint1.jpg,Becca,Becca,Balint,Balint,,,B001318,1968,,Representative,VT,Democrat,119,1968-05-04,57,2023-01-03,32,2.67,"2 years, 8 months",House
BBalint2.jpg,Becca,Becca,Balint,Balint,,,B001318,1968,,Representative,VT,Democrat,119,1968-05-04,57,2023-01-03,32,2.67,"2 years, 8 months",House
BBalint3.jpg,Becca,Becca,Balint,Balint,,,B001318,1968,,Representative,VT,Democrat,119,1968-05-04,57,2023-01-03,32,2.67,"2 years, 8 months",House
BBalint4.jpg,Becca,Becca,Balint,Balint,,,B001318,1968,,Representative,VT,Democrat,119,1968-05-04,57,2023-01-03,32,2.67,"2 years, 8 months",House
JBanks.jpg,Jim,James,Banks,Banks,,,B001299,1979,,Senator,IN,Republican,119,1979-07-16,46,2025-01-03,8,0.67,8 months,Senate
JBanks1.jpg,Jim,James,Banks,Banks,,,B001299,1979,,Senator,IN,Republican,119,1979-07-16,46,2025-01-03,8,0.67,8 months,Senate
JBanks2.jpg,Jim,James,Banks,Banks,,,B001299,1979,,Senator,IN,Republican,119,1979-07-16,46,2025-01-03,8,0.67,8 months,Senate
JBanks3.jpg,Jim,James,Banks,Banks,,,B001299,1979,,Senator,IN,Republican,119,1979-07-16,46,2025-01-03,8,0.67,8 months,Senate
JBanks4.jpg,Jim,James,Banks,Banks,,,B001299,1979,,Senator,IN,Republican,119,1979-07-16,46,2025-01-03,8,0.67,8 months,Senate
ABarr.jpg,Andy,Garland,Barr,Barr,,,B001282,1973,,Representative,KY,Republican,119,,,,,,,
ABarr1.jpg,Andy,Garland,Barr,Barr,,,B001282,1973,,Representative,KY,Republican,119,,,,,,,
ABarr2.jpg,Andy,Garland,Barr,Barr,,,B001282,1973,,Representative,KY,Republican,119,,,,,,,
ABarr3.jpg,Andy,Garland,Barr,Barr,,,B001282,1973,,Representative,KY,Republican,119,,,,,,,
ABarr4.jpg,Andy,Garland,Barr,Barr,,,B001282,1973,,Representative,KY,Republican,119,,,,,,,
NBarragan.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,1976,,Representative,CA,Democrat,119,1976-09-15,49,2017-01-03,104,8.67,"8 years, 8 months",House
NBarragan1.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,1976,,Representative,CA,Democrat,119,1976-09-15,49,2017-01-03,104,8.67,"8 years, 8 months",House
NBarragan2.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,1976,,Representative,CA,Democrat,119,1976-09-15,49,2017-01-03,104,8.67,"8 years, 8 months",House
NBarragan3.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,1976,,Representative,CA,Democrat,119,1976-09-15,49,2017-01-03,104,8.67,"8 years, 8 months",House
NBarragan4.jpg,Nanette Diaz,Nanette,Barragán,Barragan,,,B001300,1976,,Representative,CA,Democrat,119,1976-09-15,49,2017-01-03,104,8.67,"8 years, 8 months",House
JBarrasso.jpg,John,John,Barrasso,Barrasso,,,B001261,1952,,Senator,WY,Republican,119,1952-07-21,73,2007-06-25,219,18.25,"18 years, 3 months",Senate
JBarrasso1.jpg,John,John,Barrasso,Barrasso,,,B001261,1952,,Senator,WY,Republican,119,1952-07-21,73,2007-06-25,219,18.25,"18 years, 3 months",Senate
JBarrasso2.jpg,John,John,Barrasso,Barrasso,,,B001261,1952,,Senator,WY,Republican,119,1952-07-21,73,2007-06-25,219,18.25,"18 years, 3 months",Senate
JBarrasso3.jpg,John,John,Barrasso,Barrasso,,,B001261,1952,,Senator,WY,Republican,119,1952-07-21,73,2007-06-25,219,18.25,"18 years, 3 months",Senate
JBarrasso4.jpg,John,John,Barrasso,Barrasso,,,B001261,1952,,Senator,WY,Republican,119,1952-07-21,73,2007-06-25,219,18.25,"18 years, 3 months",Senate
TBarrett.jpg,Tom,Tom,Barrett,Barrett,,,B001321,1981,,Representative,MI,Republican,119,1981-04-30,44,2025-01-03,8,0.67,8 months,House
TBarrett1.jpg,Tom,Tom,Barrett,Barrett,,,B001321,1981,,Representative,MI,Republican,119,1981-04-30,44,2025-01-03,8,0.67,8 months,House
TBarrett2.jpg,Tom,Tom,Barrett,Barrett,,,B001321,1981,,Representative,MI,Republican,119,1981-04-30,44,2025-01-03,8,0.67,8 months,House
TBarrett3.jpg,Tom,Tom,Barrett,Barrett,,,B001321,1981,,Representative,MI,Republican,119,1981-04-30,44,2025-01-03,8,0.67,8 months,House
TBarrett4.jpg,Tom,Tom,Barrett,Barrett,,,B001321,1981,,Representative,MI,Republican,119,1981-04-30,44,2025-01-03,8,0.67,8 months,House
MBaumgartner.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,1975,,Representative,WA,Republican,119,1975-12-13,49,2025-01-03,8,0.67,8 months,House
MBaumgartner1.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,1975,,Representative,WA,Republican,119,1975-12-13,49,2025-01-03,8,0.67,8 months,House
MBaumgartner2.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,1975,,Representative,WA,Republican,119,1975-12-13,49,2025-01-03,8,0.67,8 months,House
MBaumgartner3.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,1975,,Representative,WA,Republican,119,1975-12-13,49,2025-01-03,8,0.67,8 months,House
MBaumgartner4.jpg,Michael,Michael,Baumgartner,Baumgartner,,,B001322,1975,,Representative,WA,Republican,119,1975-12-13,49,2025-01-03,8,0.67,8 months,House
ABean.jpg,Aaron,Aaron,Bean,Bean,,,B001314,1967,,Representative,FL,Republican,119,1967-01-25,58,2023-01-03,32,2.67,"2 years, 8 months",House
ABean1.jpg,Aaron,Aaron,Bean,Bean,,,B001314,1967,,Representative,FL,Republican,119,1967-01-25,58,2023-01-03,32,2.67,"2 years, 8 months",House
ABean2.jpg,Aaron,Aaron,Bean,Bean,,,B001314,1967,,Representative,FL,Republican,119,1967-01-25,58,2023-01-03,32,2.67,"2 years, 8 months",House
ABean3.jpg,Aaron,Aaron,Bean,Bean,,,B001314,1967,,Representative,FL,Republican,119,1967-01-25,58,2023-01-03,32,2.67,"2 years, 8 months",House
ABean4.jpg,Aaron,Aaron,Bean,Bean,,,B001314,1967,,Representative,FL,Republican,119,1967-01-25,58,2023-01-03,32,2.67,"2 years, 8 months",House
JBeatty.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,1950,,Representative,OH,Democrat,119,1950-03-12,75,2013-01-03,152,12.67,"12 years, 8 months",House
JBeatty1.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,1950,,Representative,OH,Democrat,119,1950-03-12,75,2013-01-03,152,12.67,"12 years, 8 months",House
JBeatty2.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,1950,,Representative,OH,Democrat,119,1950-03-12,75,2013-01-03,152,12.67,"12 years, 8 months",House
JBeatty3.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,1950,,Representative,OH,Democrat,119,1950-03-12,75,2013-01-03,152,12.67,"12 years, 8 months",House
JBeatty4.jpg,Joyce,Joyce,Beatty,Beatty,,,B001281,1950,,Representative,OH,Democrat,119,1950-03-12,75,2013-01-03,152,12.67,"12 years, 8 months",House
NBegich.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,1977,,Representative,AK,Republican,119,,,,,,,
NBegich1.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,1977,,Representative,AK,Republican,119,,,,,,,
NBegich2.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,1977,,Representative,AK,Republican,119,,,,,,,
NBegich3.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,1977,,Representative,AK,Republican,119,,,,,,,
NBegich4.jpg,Nicholas,Nicholas,Begich,Begich,J.,,B001323,1977,,Representative,AK,Republican,119,,,,,,,
WBell.jpg,Wesley,Wesley,Bell,Bell,,,B001324,1974,,Representative,MO,Democrat,119,1974-11-05,50,2025-01-03,8,0.67,8 months,House
WBell1.jpg,Wesley,Wesley,Bell,Bell,,,B001324,1974,,Representative,MO,Democrat,119,1974-11-05,50,2025-01-03,8,0.67,8 months,House
WBell2.jpg,Wesley,Wesley,Bell,Bell,,,B001324,1974,,Representative,MO,Democrat,119,1974-11-05,50,2025-01-03,8,0.67,8 months,House
WBell3.jpg,Wesley,Wesley,Bell,Bell,,,B001324,1974,,Representative,MO,Democrat,119,1974-11-05,50,2025-01-03,8,0.67,8 months,House
WBell4.jpg,Wesley,Wesley,Bell,Bell,,,B001324,1974,,Representative,MO,Democrat,119,1974-11-05,50,2025-01-03,8,0.67,8 months,House
MBennet.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,1964,,Senator,CO,Democrat,119,1964-11-28,60,2009-01-21,200,16.67,"16 years, 8 months",Senate
MBennet1.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,1964,,Senator,CO,Democrat,119,1964-11-28,60,2009-01-21,200,16.67,"16 years, 8 months",Senate
MBennet2.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,1964,,Senator,CO,Democrat,119,1964-11-28,60,2009-01-21,200,16.67,"16 years, 8 months",Senate
MBennet3.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,1964,,Senator,CO,Democrat,119,1964-11-28,60,2009-01-21,200,16.67,"16 years, 8 months",Senate
MBennet4.jpg,Michael,Michael,Bennet,Bennet,F.,,B001267,1964,,Senator,CO,Democrat,119,1964-11-28,60,2009-01-21,200,16.67,"16 years, 8 months",Senate
CBentz.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,1952,,Representative,OR,Republican,119,1952-01-12,73,2021-01-03,56,4.67,"4 years, 8 months",House
CBentz1.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,1952,,Representative,OR,Republican,119,1952-01-12,73,2021-01-03,56,4.67,"4 years, 8 months",House
CBentz2.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,1952,,Representative,OR,Republican,119,1952-01-12,73,2021-01-03,56,4.67,"4 years, 8 months",House
CBentz3.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,1952,,Representative,OR,Republican,119,1952-01-12,73,2021-01-03,56,4.67,"4 years, 8 months",House
CBentz4.jpg,Cliff,Cliff,Bentz,Bentz,,,B000668,1952,,Representative,OR,Republican,119,1952-01-12,73,2021-01-03,56,4.67,"4 years, 8 months",House
ABera.jpg,Ami,Ami,Bera,Bera,,,B001287,1965,,Representative,CA,Democrat,119,1965-03-02,60,2013-01-03,152,12.67,"12 years, 8 months",House
ABera1.jpg,Ami,Ami,Bera,Bera,,,B001287,1965,,Representative,CA,Democrat,119,1965-03-02,60,2013-01-03,152,12.67,"12 years, 8 months",House
ABera2.jpg,Ami,Ami,Bera,Bera,,,B001287,1965,,Representative,CA,Democrat,119,1965-03-02,60,2013-01-03,152,12.67,"12 years, 8 months",House
ABera3.jpg,Ami,Ami,Bera,Bera,,,B001287,1965,,Representative,CA,Democrat,119,1965-03-02,60,2013-01-03,152,12.67,"12 years, 8 months",House
ABera4.jpg,Ami,Ami,Bera,Bera,,,B001287,1965,,Representative,CA,Democrat,119,1965-03-02,60,2013-01-03,152,12.67,"12 years, 8 months",House
JBergman.jpg,Jack,John,Bergman,Bergman,,,B001301,1947,,Representative,MI,Republican,119,,,,,,,
JBergman1.jpg,Jack,John,Bergman,Bergman,,,B001301,1947,,Representative,MI,Republican,119,,,,,,,
JBergman2.jpg,Jack,John,Bergman,Bergman,,,B001301,1947,,Representative,MI,Republican,119,,,,,,,
JBergman3.jpg,Jack,John,Bergman,Bergman,,,B001301,1947,,Representative,MI,Republican,119,,,,,,,
JBergman4.jpg,Jack,John,Bergman,Bergman,,,B001301,1947,,Representative,MI,Republican,119,,,,,,,
DBeyer.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,1950,,Representative,VA,Democrat,119,,,,,,,
DBeyer1.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,1950,,Representative,VA,Democrat,119,,,,,,,
DBeyer2.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,1950,,Representative,VA,Democrat,119,,,,,,,
DBeyer3.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,1950,,Representative,VA,Democrat,119,,,,,,,
DBeyer4.jpg,Donald,Donald,Beyer,Beyer,S.,,B001292,1950,,Representative,VA,Democrat,119,,,,,,,
SBice.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,1973,,Representative,OK,Republican,119,1973-11-11,51,2021-01-03,56,4.67,"4 years, 8 months",House
SBice1.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,1973,,Representative,OK,Republican,119,1973-11-11,51,2021-01-03,56,4.67,"4 years, 8 months",House
SBice2.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,1973,,Representative,OK,Republican,119,1973-11-11,51,2021-01-03,56,4.67,"4 years, 8 months",House
SBice3.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,1973,,Representative,OK,Republican,119,1973-11-11,51,2021-01-03,56,4.67,"4 years, 8 months",House
SBice4.jpg,Stephanie,Stephanie,Bice,Bice,I.,,B000740,1973,,Representative,OK,Republican,119,1973-11-11,51,2021-01-03,56,4.67,"4 years, 8 months",House
ABiggs.jpg,Andy,Andrew,Biggs,Biggs,,,B001302,1958,,Representative,AZ,Republican,119,1958-11-07,66,2017-01-03,104,8.67,"8 years, 8 months",House
SBiggs.jpg,Sheri,Sheri,Biggs,Biggs,,,B001325,1970,,Representative,SC,Republican,119,1970-03-28,55,2025-01-03,8,0.67,8 months,House
ABiggs1.jpg,Andy,Andrew,Biggs,Biggs,,,B001302,1958,,Representative,AZ,Republican,119,1958-11-07,66,2017-01-03,104,8.67,"8 years, 8 months",House
